Id,FullName,RankName,AuthorYear,PhylumName,ClassName,OrderName,FamilyName,CitesAccepted,CurrentListing,GenericAnnotationFullSymbol,CountriesIsoCodes,CountriesFullNames,#AnnotationEnglish,#AnnotationSpanish,#AnnotationFrench,AnnotationEnglish,AnnotationSpanish,AnnotationFrench
4182,Cercopithecus ascanius,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Bi"", ""Cf"", ""Cd"", ""Ke"", ""Rw"", ""Ss"", ""Ug"", ""Tz"", ""Zm""","""Angola"", ""Burundi"", ""Central African Republic"", ""Democratic Republic Of The Congo"", ""Kenya"", ""Rwanda"", ""South Sudan"", ""Uganda"", ""United Republic Of Tanzania"", ""Zambia""","","","","","",""
2816,Cercopithecus campbelli,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ci"", ""Gm"", ""Gn"", ""Gw"", ""Lr"", ""Sn"", ""Sl""","""Cote D'Ivoire"", ""Gambia"", ""Guinea"", ""Guinea Bissau"", ""Liberia"", ""Senegal"", ""Sierra Leone""","","","","","",""
3477,Cercopithecus cephus,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Cm"", ""Cf"", ""Cg"", ""Cd"", ""Gq"", ""Ga""","""Angola"", ""Cameroon"", ""Central African Republic"", ""Congo"", ""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Gabon""","","","","","",""
3143,Cercopithecus denti,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cf"", ""Cd"", ""Rw"", ""Ug""","""Central African Republic"", ""Democratic Republic Of The Congo"", ""Rwanda"", ""Uganda""","","","","","",""
4003,Cercopithecus diana,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,"", ,"""Ci"", ""Gn"", ""Lr"", ""Sl""","""Cote D'Ivoire"", ""Guinea"", ""Liberia"", ""Sierra Leone""","","","","","",""
10517,Cercopithecus diana roloway,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,"", ,"","","","","","","",""
3207,Cercopithecus doggetti,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Bi"", ""Cd"", ""Rw"", ""Ug"", ""Tz""","""Burundi"", ""Democratic Republic Of The Congo"", ""Rwanda"", ""Uganda"", ""United Republic Of Tanzania""","","","","","",""
4152,Cercopithecus dryas,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cd""","""Democratic Republic Of The Congo""","","","","","",""
2251,Cercopithecus erythrogaster,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Bj"", ""Ng""","""Benin"", ""Nigeria""","","","","","",""
2338,Cercopithecus erythrotis,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cm"", ""Gq"", ""Ng""","""Cameroon"", ""Equatorial Guinea"", ""Nigeria""","","","","","",""
10092,Cercopithecus erythrotis sclateri,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,II, ,"","","","","","","",""
2306,Cercopithecus hamlyni,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cd"", ""Rw"", ""Ug""","""Democratic Republic Of The Congo"", ""Rwanda"", ""Uganda""","","","","","",""
1523,Cercopithecus kandti,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cd"", ""Rw""","""Democratic Republic Of The Congo"", ""Rwanda""","","","","","",""
2730,Cercopithecus lhoesti,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Bi"", ""Cd"", ""Rw"", ""Ug""","""Burundi"", ""Democratic Republic Of The Congo"", ""Rwanda"", ""Uganda""","","","","","",""
10099,Cercopithecus lhoesti preussi,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,II, ,"","","","","","","",""
2260,Cercopithecus lowei,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ci"", ""Gh""","""Cote D'Ivoire"", ""Ghana""","","","","","",""
2680,Cercopithecus mitis,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Cd"", ""Et"", ""Ke"", ""Mw"", ""Ug"", ""Tz"", ""Zm""","""Angola"", ""Democratic Republic Of The Congo"", ""Ethiopia"", ""Kenya"", ""Malawi"", ""Uganda"", ""United Republic Of Tanzania"", ""Zambia""","","","","","",""
10393,Cercopithecus mitis albogularis,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,II, ,"","","","","","","",""
10485,Cercopithecus mitis kandti,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,II, ,"","","","","","","",""
4208,Cercopithecus mona,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,"", ,"""Bj"", ""Cm"", ""Gh"", ""Gd"", ""Ng"", ""Kn"", ""St"", ""Tg""","""Benin"", ""Cameroon"", ""Ghana"", ""Grenada"", ""Nigeria"", ""Saint Kitts And Nevis"", ""Sao Tome And Principe"", ""Togo""","","","","","",""
4410,Cercopithecus neglectus,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Cm"", ""Cf"", ""Cg"", ""Cd"", ""Gq"", ""Et"", ""Ga"", ""Ke"", ""Ss"", ""Ug""","""Angola"", ""Cameroon"", ""Central African Republic"", ""Congo"", ""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Ethiopia"", ""Gabon"", ""Kenya"", ""South Sudan"", ""Uganda""","","","","","",""
3260,Cercopithecus nictitans,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Bj"", ""Cm"", ""Cf"", ""Cg"", ""Ci"", ""Cd"", ""Gq"", ""Ga"", ""Gn"", ""Lr"", ""Ng"", ""Tg""","""Angola"", ""Benin"", ""Cameroon"", ""Central African Republic"", ""Congo"", ""Cote D'Ivoire"", ""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Gabon"", ""Guinea"", ""Liberia"", ""Nigeria"", ""Togo""","","","","","",""
3330,Cercopithecus petaurista,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,"", ,"""Bj"", ""Ci"", ""Gm"", ""Gh"", ""Gn"", ""Gw"", ""Lr"", ""Sn"", ""Sl"", ""Tg""","""Benin"", ""Cote D'Ivoire"", ""Gambia"", ""Ghana"", ""Guinea"", ""Guinea Bissau"", ""Liberia"", ""Senegal"", ""Sierra Leone"", ""Togo""","","","","","",""
2864,Cercopithecus pogonias,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Cm"", ""Cf"", ""Cg"", ""Cd"", ""Gq"", ""Ga"", ""Ng""","""Angola"", ""Cameroon"", ""Central African Republic"", ""Congo"", ""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Gabon"", ""Nigeria""","","","","","",""
10146,Cercopithecus pogonias wolfi,SUBSPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,false,II, ,"","","","","","","",""
1682,Cercopithecus preussi,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Cm"", ""Gq""","""Cameroon"", ""Equatorial Guinea""","","","","","",""
1410,Cercopithecus roloway,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,"", ,"""Ci"", ""Gh""","""Cote D'Ivoire"", ""Ghana""","","","","","",""
1620,Cercopithecus sclateri,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ng""","""Nigeria""","","","","","",""
2427,Cercopithecus solatus,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ga""","""Gabon""","","","","","",""
3353,Cercopithecus wolfi,SPECIES,,Chordata,Mammalia,Primates,Cercopithecidae,,II, ,"""Ao"", ""Cd""","""Angola"", ""Democratic Republic Of The Congo""","","","","","",""
3348,Cerdocyon thous,SPECIES,,Chordata,Mammalia,Carnivora,Canidae,,II, ,"""Ar"", ""Bo"", ""Br"", ""Co"", ""Gf"", ""Gy"", ""Py"", ""Pe"", ""Sr"", ""Uy"", ""Ve""","""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Uruguay"", ""Venezuela (Bolivarian Republic Of)""","","","","","",""
2049,Cervus elaphus,SPECIES,,Chordata,Mammalia,Artiodactyla,Cervidae,,I/II/III, ,"""Af"", ""Al"", ""Dz"", ""Ar"", ""Am"", ""Au"", ""At"", ""Az"", ""By"", ""Be"", ""Bt"", ""Ba"", ""Bg"", ""Ca"", ""Cl"", ""Cn"", ""Hr"", ""Cz"", ""Kp"", ""Dk"", ""Ee"", ""Fr"", ""Ge"", ""De"", ""Gr"", ""Hu"", ""In"", ""Ir"", ""Iq"", ""Ie"", ""Il"", ""It"", ""Jo"", ""Kz"", ""Kg"", ""Lv"", ""Lb"", ""Lt"", ""Lu"", ""Mx"", ""Mn"", ""Me"", ""Ma"", ""Nl"", ""Nz"", ""No"", ""Pk"", ""Pl"", ""Pt"", ""Md"", ""Ro"", ""Ru"", ""Cs"", ""Sk"", ""Si"", ""Es"", ""Se"", ""Ch"", ""Sy"", ""Tj"", ""Mk"", ""Tn"", ""Tr"", ""Tm"", ""Ua"", ""Gb"", ""Us"", ""Uz""","""Afghanistan"", ""Albania"", ""Algeria"", ""Argentina"", ""Armenia"", ""Australia"", ""Austria"", ""Azerbaijan"", ""Belarus"", ""Belgium"", ""Bhutan"", ""Bosnia And Herzegovina"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Croatia"", ""Czech Republic"", ""Democratic People'S Republic Of Korea"", ""Denmark"", ""Estonia"", ""France"", ""Georgia"", ""Germany"", ""Greece"", ""Hungary"", ""India"", ""Iran (Islamic Republic Of)"", ""Iraq"", ""Ireland"", ""Israel"", ""Italy"", ""Jordan"", ""Kazakhstan"", ""Kyrgyzstan"", ""Latvia"", ""Lebanon"", ""Lithuania"", ""Luxembourg"", ""Mexico"", ""Mongolia"", ""Montenegro"", ""Morocco"", ""Netherlands"", ""New Zealand"", ""Norway"", ""Pakistan"", ""Poland"", ""Portugal"", ""Republic Of Moldova"", ""Romania"", ""Russian Federation"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Syrian Arab Republic"", ""Tajikistan"", ""The Former Yugoslav Republic Of Macedonia"", ""Tunisia"", ""Turkey"", ""Turkmenistan"", ""Ukraine"", ""United Kingdom Of Great Britain And Northern Ireland"", ""United States Of America"", ""Uzbekistan""","","","","","",""
4549,Cervus elaphus bactrianus,SUBSPECIES,,Chordata,Mammalia,Artiodactyla,Cervidae,,II, ,"""Af"", ""Kz"", ""Kg"", ""Tj"", ""Tm"", ""Uz""","""Afghanistan"", ""Kazakhstan"", ""Kyrgyzstan"", ""Tajikistan"", ""Turkmenistan"", ""Uzbekistan""","","","","","",""
4550,Cervus elaphus barbarus,SUBSPECIES,,Chordata,Mammalia,Artiodactyla,Cervidae,,III, ,"""Dz"", ""Ma"", ""Tn""","""Algeria"", ""Morocco"", ""Tunisia""","","","","","",""
4760,Cervus elaphus hanglu,SUBSPECIES,,Chordata,Mammalia,Artiodactyla,Cervidae,,I, ,"""In"", ""Pk""","""India"", ""Pakistan""","","","","","",""
2059,Chaeropus ecaudatus,SPECIES,,Chordata,Mammalia,Peramelemorphia,Chaeropodidae,,I, ,"""Au""","""Australia""","","","","","",""
2743,Chaetocercus astreans,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co""","""Colombia""","","","","","",""
1697,Chaetocercus berlepschi,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Ec""","""Ecuador""","","","","","",""
2567,Chaetocercus bombus,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Ec"", ""Pe""","""Colombia"", ""Ecuador"", ""Peru""","","","","","",""
1468,Chaetocercus heliodor,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Ec"", ""Pa"", ""Ve""","""Colombia"", ""Ecuador"", ""Panama"", ""Venezuela (Bolivarian Republic Of)""","","","","","",""
10654,Chaetocercus heliodor astreans,SUBSPECIES,,Chordata,Aves,Apodiformes,Trochilidae,false,II, ,"","","","","","","",""
2362,Chaetocercus jourdanii,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Tt"", ""Ve""","""Colombia"", ""Trinidad And Tobago"", ""Venezuela (Bolivarian Republic Of)""","","","","","",""
4188,Chaetocercus mulsanti,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Bo"", ""Co"", ""Ec"", ""Pe""","""Bolivia"", ""Colombia"", ""Ecuador"", ""Peru""","","","","","",""
1770,Chaetophractus nationi,SPECIES,,Chordata,Mammalia,Cingulata,Dasypodidae,,II, ,"""Ar"", ""Bo"", ""Cl"", ""Pe""","""Argentina"", ""Bolivia"", ""Chile"", ""Peru""","","","",Appendix II:A zero annual export has been established. All specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.,"",""
4205,Chalcopsitta atra,SPECIES,,Chordata,Aves,Psittaciformes,Loriidae,,II, ,"""Id""","""Indonesia""","","","","","",""
10127,Chalcopsitta atra afraoides,SUBSPECIES,,Chordata,Aves,Psittaciformes,Loriidae,false,II, ,"","","","","","","",""
3682,Chalcopsitta cardinalis,SPECIES,,Chordata,Aves,Psittaciformes,Loriidae,,II, ,"""Pg"", ""Sb""","""Papua New Guinea"", ""Solomon Islands""","","","","","",""
2098,Chalcopsitta duivenbodei,SPECIES,,Chordata,Aves,Psittaciformes,Loriidae,,II, ,"""Id"", ""Pg""","""Indonesia"", ""Papua New Guinea""","","","","","",""
1753,Chalcopsitta sintillata,SPECIES,,Chordata,Aves,Psittaciformes,Loriidae,,II, ,"""Id"", ""Pg""","""Indonesia"", ""Papua New Guinea""","","","","","",""
3603,Chalcostigma herrani,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Ec"", ""Pe""","""Colombia"", ""Ecuador"", ""Peru""","","","","","",""
1380,Chalcostigma heteropogon,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Ve""","""Colombia"", ""Venezuela (Bolivarian Republic Of)""","","","","","",""
1258,Chalcostigma olivaceum,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Bo"", ""Pe""","""Bolivia"", ""Peru""","","","","","",""
1956,Chalcostigma ruficeps,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Bo"", ""Co"", ""Ec"", ""Pe""","""Bolivia"", ""Colombia"", ""Ecuador"", ""Peru""","","","","","",""
1941,Chalcostigma stanleyi,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Bo"", ""Ec"", ""Pe""","""Bolivia"", ""Ecuador"", ""Peru""","","","","","",""
3105,Chalybura buffonii,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Pa"", ""Ve""","""Colombia"", ""Panama"", ""Venezuela (Bolivarian Republic Of)""","","","","","",""
3883,Chalybura urochrysia,SPECIES,,Chordata,Aves,Apodiformes,Trochilidae,,II, ,"""Co"", ""Cr"", ""Ec"", ""Hn"", ""Ni"", ""Pa"", ""Pe""","""Colombia"", ""Costa Rica"", ""Ecuador"", ""Honduras"", ""Nicaragua"", ""Panama"", ""Peru""","","","","","",""
4139,Chamaeleo affinis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Dj"", ""Et"", ""So""","""Djibouti"", ""Ethiopia"", ""Somalia""","","","","","",""
2403,Chamaeleo africanus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Bf"", ""Cm"", ""Cf"", ""Td"", ""Dj"", ""Eg"", ""Er"", ""Et"", ""Ga"", ""Gr"", ""Ml"", ""Mr"", ""Ne"", ""Ng"", ""So"", ""Sd""","""Burkina Faso"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Djibouti"", ""Egypt"", ""Eritrea"", ""Ethiopia"", ""Gabon"", ""Greece"", ""Mali"", ""Mauritania"", ""Niger"", ""Nigeria"", ""Somalia"", ""Sudan""","","","","","",""
3622,Chamaeleo anchietae,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ao"", ""Bi"", ""Cd"", ""Rw"", ""Tz""","""Angola"", ""Burundi"", ""Democratic Republic Of The Congo"", ""Rwanda"", ""United Republic Of Tanzania""","","","","","",""
3823,Chamaeleo arabicus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Om"", ""Ye""","""Oman"", ""Yemen""","","","","","",""
2699,Chamaeleo balebicornutus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Et""","""Ethiopia""","","","","","",""
3767,Chamaeleo bitaeniatus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cd"", ""Et"", ""Ke"", ""So"", ""Ss"", ""Ug"", ""Tz""","""Democratic Republic Of The Congo"", ""Ethiopia"", ""Kenya"", ""Somalia"", ""South Sudan"", ""Uganda"", ""United Republic Of Tanzania""","","","","","",""
10895,Chamaeleo bitaeniatus altaeelgonis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10322,Chamaeleo bitaeniatus ellioti,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10789,Chamaeleo bitaeniatus graueri,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10168,Chamaeleo bitaeniatus hoehnelii,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10488,Chamaeleo bitaeniatus kinetensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10770,Chamaeleo bitaeniatus leikipiensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10031,Chamaeleo bitaeniatus rudis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10451,Chamaeleo bitaeniatus schoutedeni,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
9926,Chamaeleo bitaeniatus schubotzi,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10140,Chamaeleo bitaeniatus tornieri,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
2528,Chamaeleo calcaricarens,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Dj"", ""Er"", ""Et"", ""So""","""Djibouti"", ""Eritrea"", ""Ethiopia"", ""Somalia""","","","","","",""
2662,Chamaeleo calyptratus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Sa"", ""Ye""","""Saudi Arabia"", ""Yemen""","","","","","",""
4268,Chamaeleo camerunensis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cm"", ""Ga""","""Cameroon"", ""Gabon""","","","","","",""
3241,Chamaeleo chamaeleon,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Dz"", ""Cy"", ""Eg"", ""Ge"", ""Gi"", ""Gr"", ""Il"", ""It"", ""Jo"", ""Lb"", ""Ly"", ""Mt"", ""Ma"", ""Pt"", ""Sa"", ""Es"", ""Sy"", ""Tn"", ""Tr"", ""Eh"", ""Ye""","""Algeria"", ""Cyprus"", ""Egypt"", ""Georgia"", ""Gibraltar"", ""Greece"", ""Israel"", ""Italy"", ""Jordan"", ""Lebanon"", ""Libyan Arab Jamahiriya"", ""Malta"", ""Morocco"", ""Portugal"", ""Saudi Arabia"", ""Spain"", ""Syrian Arab Republic"", ""Tunisia"", ""Turkey"", ""Western Sahara"", ""Yemen""","","","","","",""
9966,Chamaeleo chamaeleon arabicus,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10834,Chamaeleo chamaeleon calcarifer,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10496,Chamaeleo chamaeleon zeylanicus,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
3444,Chamaeleo chapini,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cd"", ""Gq"", ""Ga""","""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Gabon""","","","","","",""
3054,Chamaeleo conirostratus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ss""","""South Sudan""","","","","","",""
1505,Chamaeleo cristatus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cm"", ""Cf"", ""Cg"", ""Gq"", ""Ga"", ""Gh"", ""Ng"", ""Tg""","""Cameroon"", ""Central African Republic"", ""Congo"", ""Equatorial Guinea"", ""Gabon"", ""Ghana"", ""Nigeria"", ""Togo""","","","","","",""
10304,Chamaeleo cristatus auratus,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10286,Chamaeleo cristatus celebensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
10419,Chamaeleo cristatus germaini,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
1269,Chamaeleo deremensis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Tz""","""United Republic Of Tanzania""","","","","","",""
3377,Chamaeleo dilepis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ao"", ""Bw"", ""Bi"", ""Cm"", ""Cg"", ""Cd"", ""Dj"", ""Gq"", ""Et"", ""Ga"", ""Ke"", ""Mw"", ""Mz"", ""Na"", ""Ng"", ""Rw"", ""So"", ""Za"", ""Sz"", ""Ug"", ""Tz"", ""Zm"", ""Zw""","""Angola"", ""Botswana"", ""Burundi"", ""Cameroon"", ""Congo"", ""Democratic Republic Of The Congo"", ""Djibouti"", ""Equatorial Guinea"", ""Ethiopia"", ""Gabon"", ""Kenya"", ""Malawi"", ""Mozambique"", ""Namibia"", ""Nigeria"", ""Rwanda"", ""Somalia"", ""South Africa"", ""Swaziland"", ""Uganda"", ""United Republic Of Tanzania"", ""Zambia"", ""Zimbabwe""","","","","","",""
10605,Chamaeleo dilepis quilensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
2996,Chamaeleo eisentrauti,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cm""","""Cameroon""","","","","","",""
2115,Chamaeleo ellioti,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Bi"", ""Cd"", ""Ke"", ""Rw"", ""Ss"", ""Ug"", ""Tz""","""Burundi"", ""Democratic Republic Of The Congo"", ""Kenya"", ""Rwanda"", ""South Sudan"", ""Uganda"", ""United Republic Of Tanzania""","","","","","",""
4145,Chamaeleo feae,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Gq""","""Equatorial Guinea""","","","","","",""
3357,Chamaeleo fuelleborni,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Tz""","""United Republic Of Tanzania""","","","","","",""
4452,Chamaeleo goetzei,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Mw"", ""Tz"", ""Zm""","""Malawi"", ""United Republic Of Tanzania"", ""Zambia""","","","","","",""
3985,Chamaeleo gracilis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ao"", ""Bj"", ""Bf"", ""Cm"", ""Cf"", ""Td"", ""Cg"", ""Ci"", ""Cd"", ""Gq"", ""Er"", ""Et"", ""Ga"", ""Gm"", ""Gh"", ""Gn"", ""Gw"", ""Ke"", ""Lr"", ""Ng"", ""Sn"", ""Sl"", ""So"", ""Ss"", ""Tg"", ""Ug"", ""Tz""","""Angola"", ""Benin"", ""Burkina Faso"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Congo"", ""Cote D'Ivoire"", ""Democratic Republic Of The Congo"", ""Equatorial Guinea"", ""Eritrea"", ""Ethiopia"", ""Gabon"", ""Gambia"", ""Ghana"", ""Guinea"", ""Guinea Bissau"", ""Kenya"", ""Liberia"", ""Nigeria"", ""Senegal"", ""Sierra Leone"", ""Somalia"", ""South Sudan"", ""Togo"", ""Uganda"", ""United Republic Of Tanzania""","","","","","",""
12872,Chamaeleo gracilis aboriginum,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"","","","","","","",""
13100,Chamaeleo gracilis baytopii,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"","","","","","","",""
7992,Chamaeleo gracilis coloratus,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,"", ,"""Mx""","""Mexico""","","","","","",""
7834,Chamaeleo gracilis gatesii,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,"", ,"""Mx""","""Mexico""","","","","","",""
7475,Chamaeleo gracilis gracilis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,"", ,"""Mx""","""Mexico""","","","","","",""
10702,Chamaeleo gracilis monensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
12828,Chamaeleo gracilis simpsonii,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"","","","","","","",""
2193,Chamaeleo harennae,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Et""","""Ethiopia""","","","","","",""
1585,Chamaeleo hoehnelii,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ke"", ""Ug""","""Kenya"", ""Uganda""","","","","","",""
2169,Chamaeleo incornutus,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Mw"", ""Tz""","""Malawi"", ""United Republic Of Tanzania""","","","","","",""
3940,Chamaeleo ituriensis,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Cd"", ""Ug""","""Democratic Republic Of The Congo"", ""Uganda""","","","","","",""
3263,Chamaeleo jacksonii,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Ke"", ""Ug"", ""Tz"", ""Us""","""Kenya"", ""Uganda"", ""United Republic Of Tanzania"", ""United States Of America""","","","","","",""
4636,Chamaeleo jacksonii merumontanus,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Tz""","""United Republic Of Tanzania""","","","","","",""
1689,Chamaeleo johnstoni,SPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,,II, ,"""Bi"", ""Cd"", ""Rw"", ""Ug""","""Burundi"", ""Democratic Republic Of The Congo"", ""Rwanda"", ""Uganda""","","","","","",""
10602,Chamaeleo johnstoni affinis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
9955,Chamaeleo johnstoni ituriensis,SUBSPECIES,,Chordata,Reptilia,Sauria,Chamaeleonidae,false,II, ,"","","","","","","",""
