Taxon ID,Manual ID
9466,Echinotriton andersoni ID guide_EN.pdf
"99500,99501,99502,99503,99504,99505",Goniurosaurus endemic to Japan ID guide_EN.pdf
41,Identification guide for commercial sea cucumbers_EN.pdf
1274,Identification guide to the monitor lizard species of the world_EN.pdf
109,Identification guide to tortoises and freshwater turtles_EN.pdf
"437, 6047, 278, 1100, 5769, 315, 7257, 255, 1254, 109, 521, 1274",Picture guide to illegal wildlife parts and products commonly found in Southeast Asia_EN.odf
