SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
62550,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62550,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62232,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53624,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
28249,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
28249,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53624,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
47331,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30428,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30428,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
150021,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
150021,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
47331,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62233,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62233,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58315,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58315,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
101492,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
101492,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102098,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102098,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161380,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161380,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
161381,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
161381,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24270,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24270,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
9695,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
9695,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58317,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58317,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58411,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58411,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
57557,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
57557,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
57558,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
57558,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53842,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53842,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53843,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53843,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161382,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161382,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183130,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183130,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183139,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183139,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183153,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183153,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183176,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183176,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183185,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183185,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182982,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182973,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182982,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182973,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182987,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182987,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183010,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182996,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182996,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183010,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183033,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183033,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183042,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183042,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183070,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183070,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183056,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183056,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183116,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183116,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183125,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183125,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58316,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58316,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
5174,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
5174,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183135,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183135,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183158,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183158,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183181,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183181,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183172,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183172,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182978,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182978,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183001,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183001,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182992,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182992,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183015,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183015,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183038,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183038,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183066,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183052,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183052,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183061,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183061,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183075,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183066,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183075,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183098,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183098,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183126,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183126,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183112,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183112,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183121,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183121,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
55857,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
55857,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183149,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183149,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183162,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183162,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183163,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183163,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183186,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183186,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182983,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182983,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183006,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183006,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183019,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183020,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183020,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183029,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183019,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183029,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183043,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183043,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183079,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183079,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183080,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183080,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183089,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183089,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183102,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183102,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183103,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183103,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182866,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182866,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182971,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182971,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182972,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182972,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182974,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182974,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182975,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182975,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182976,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182976,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182977,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182977,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182979,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182979,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182980,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182980,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182981,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182981,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182984,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182984,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182985,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182985,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182986,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182986,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182988,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182988,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182989,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182989,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182990,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182990,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182991,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182991,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182993,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182993,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182994,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182994,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182995,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182995,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182998,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182998,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
182999,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182999,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183000,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183000,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183002,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183002,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183003,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183003,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183004,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183004,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183005,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183005,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183007,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183007,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183008,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183008,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183009,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183009,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183011,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183011,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183012,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183012,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183013,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183013,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183014,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183014,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183016,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183016,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183017,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183017,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183018,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183018,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183021,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183021,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183022,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183022,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183025,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183025,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183026,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183026,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183027,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183027,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183028,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183028,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183031,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183031,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183032,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183032,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183034,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183034,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183035,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183035,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183036,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183036,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183037,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183037,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183039,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183039,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183040,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183040,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183041,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183041,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183044,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183044,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183045,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183045,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183048,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183048,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183049,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183049,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183050,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183050,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183051,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183051,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183053,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183053,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183054,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183054,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183055,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183055,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183057,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183057,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183058,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183058,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183059,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183059,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183060,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183060,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183062,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183062,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183063,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183063,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183064,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183064,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183065,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183065,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183067,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183067,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183068,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183068,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183069,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183069,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183071,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183071,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183073,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183073,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183074,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183074,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183076,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183076,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183077,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183077,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183078,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183078,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183081,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183081,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183082,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183082,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183085,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183085,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183086,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183086,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183087,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183087,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183088,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183088,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183090,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183090,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183091,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183091,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183092,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183092,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183094,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183094,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183095,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183095,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183096,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183096,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183097,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183097,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183099,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183099,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183100,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183100,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183101,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183101,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183104,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183104,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183105,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183105,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183108,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183108,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183109,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183109,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183110,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183110,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183111,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183111,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183113,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183113,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183114,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183114,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183115,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183115,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183117,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183117,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183118,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183118,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183119,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183119,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183120,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183120,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183122,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183122,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183123,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183123,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183124,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183124,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183127,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183127,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183128,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183128,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183129,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183129,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182997,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
182997,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183072,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183072,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183157,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183157,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183143,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183143,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183144,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183144,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183166,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183166,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183167,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183167,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183023,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183023,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183024,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183024,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183047,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183046,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183046,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183047,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183083,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183083,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183084,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183084,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183093,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183093,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183106,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183106,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183107,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183107,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183400,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183400,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183131,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183131,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183132,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
