SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
62552,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172789,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172789,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172795,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172795,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172805,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172805,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172806,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172806,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49748,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49748,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
175866,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
175866,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82738,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82738,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82739,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82739,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
158607,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
158607,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
5219,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
5219,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
47365,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
160127,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
160127,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
48540,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48540,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
47365,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
170107,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
170107,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24875,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24875,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
29413,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
29413,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
29414,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
29414,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82742,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82742,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82743,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82743,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82744,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82744,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82746,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82746,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82741,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53628,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53628,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82741,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52728,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52728,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82745,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82745,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58385,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
159159,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
159159,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58385,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59372,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
11077,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
11077,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105557,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105557,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59372,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67722,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67722,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41788,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41788,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
21041,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
21041,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
21022,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
177653,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
177653,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
27121,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
27121,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
21022,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105818,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105818,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172845,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172845,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172846,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172846,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172849,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172849,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172985,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172985,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172989,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172989,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172990,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172990,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172995,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172995,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172814,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172814,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172823,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172823,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172827,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172827,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172832,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172832,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172847,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172847,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172851,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172851,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172817,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172817,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
61687,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
61687,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24876,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24876,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20880,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20880,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174544,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174544,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
176711,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
176711,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174780,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174780,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174781,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174781,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174785,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174785,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174797,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174797,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174799,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174799,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174802,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174802,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
177171,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
177171,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
177173,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
177173,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
177177,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
177177,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174599,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174599,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174606,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174606,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174328,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174328,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174331,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174331,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174366,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174366,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174416,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174416,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174481,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174481,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174485,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174485,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174513,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174513,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174518,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174518,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174548,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174548,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
176708,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
176708,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174376,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174376,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174413,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174413,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
174556,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174556,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82748,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82748,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82749,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82749,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105984,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105984,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53629,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53629,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
61688,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
61688,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40136,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43001,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43001,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40136,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40137,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40138,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40138,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109930,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109930,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40137,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174842,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
174842,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105980,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
73587,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
73587,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
176730,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
176730,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105980,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
75671,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
75671,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68957,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68957,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67739,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67739,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69026,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69026,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59373,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59373,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54385,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54385,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50449,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50449,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50472,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50472,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49752,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49775,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49775,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49752,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41737,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41737,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40145,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40145,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40177,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40177,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31396,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31396,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14697,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
14697,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18929718,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18929718,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
192509,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
192509,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30261,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30261,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24244,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24244,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13118,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13118,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13120,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13120,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
9701,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
9701,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
11630,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
11630,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
12125,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
12125,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50444,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50444,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50467,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50467,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50481,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50481,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49766,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49766,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41728,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41728,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40154,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40154,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40163,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40163,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40260,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40260,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24295,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24295,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49776,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49776,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102674,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102674,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102706,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102462,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102706,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102462,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102466,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102466,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67725,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67725,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67734,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67734,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
57559,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
57559,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52179,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52179,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156533,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156533,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30999,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41732,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41732,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40150,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40150,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40270,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40270,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30999,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30256,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30256,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30265,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30265,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24249,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24249,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109933,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109933,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105559,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105559,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102678,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102678,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102457,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102457,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
72197,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
72197,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67738,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67738,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62553,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62553,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52009,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52009,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52424,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52424,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50445,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50445,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50440,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50440,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50468,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50468,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49757,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49757,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
12183,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
12183,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50463,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50463,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50464,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50464,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50450,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50450,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50477,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50477,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49767,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49767,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50560,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50560,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
48784,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48784,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
48129,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48129,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
44228,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
44228,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43799,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43799,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40153,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40153,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40159,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40159,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31225,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31225,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24245,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24245,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102692,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102692,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102443,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102443,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102463,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102463,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67729,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67729,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69025,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69025,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82751,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82751,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
77030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
77030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
74627,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
74627,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67359,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67359,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68364,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68364,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68365,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68365,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62235,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62235,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68819,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68819,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67723,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67723,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67726,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67726,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67728,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67728,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67730,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67730,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67731,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67731,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67732,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67732,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67733,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67733,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67735,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67735,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67736,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67736,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67737,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67737,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67740,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67740,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68950,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68950,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68958,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68958,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69020,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69020,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69022,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69022,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69023,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69023,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69024,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69024,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69027,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69027,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69028,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69028,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69029,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
