Kingdom,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SpcRecID,SpcStatus
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,deamii,Rose,NULL,NULL,NULL,NULL,105222,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,decaisneana,Wight,var.,var.,decaisneana,NULL,51759,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,decaisneana,Wight,var.,var.,brevicollis,(Hook.f.) H. Huber,110981,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,decaryi,Poiss.,NULL,NULL,NULL,NULL,8555,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,decidua,E.A. Bruce,ssp.,ssp.,pretoriensis,R.A. Dyer,110993,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,decidua,E.A. Bruce,ssp.,ssp.,decidua,NULL,81579,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,decipiens,Fée 1872-73,NULL,NULL,NULL,NULL,173964,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,decipiens,Scheidweiler,NULL,NULL,NULL,NULL,15655,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,decipiens,Scheidweiler,ssp.,ssp.,albescens,(Tiegel) Hunt,17199,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,decipiens,Scheidweiler,ssp.,ssp.,camptotricha,(Dams) Hunt,17204,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,decipiens,Scheidweiler,ssp.,ssp.,decipiens,NULL,17230,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,decomposita,(Karsten 1869) Domin 1929,NULL,NULL,NULL,NULL,8243,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,decorata,(Maxon) R. Tryon,NULL,NULL,NULL,NULL,8045,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,decrescens,(Mett ex Kuhn 1868) R.Tryon 1970,NULL,NULL,NULL,NULL,173990,A
Plantae,CARYOPHYLLALES,CACTACEAE,Haageocereus,decumbens,(Vaupel) Backeberg,NULL,NULL,NULL,NULL,107095,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,decumbens,Bally,NULL,NULL,NULL,NULL,53731,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,decumbens,Salm-Dyck,NULL,NULL,NULL,NULL,105223,A
Plantae,Cyatheales,CYATHEACEAE,Cnemidaria,decurrens,(Liebm. 1849) R.Tryon 1970,NULL,NULL,NULL,NULL,75778,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,decurrens,Hook. 1844,var.,var.,vaupelii,Brause 1922,174006,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,deeszianum,Doelz,NULL,NULL,NULL,NULL,106953,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,deherdtiana,Farwig,NULL,NULL,NULL,NULL,14715,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,deherdtiana,Farwig,ssp.,ssp.,dodsonii,(Bravo) Hunt,29812,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,deherdtiana,Farwig,ssp.,ssp.,deherdtiana,NULL,29810,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,deightonii,Hutch. & Dalz.,ssp.,ssp.,tisserantii,Huber,56503,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,deinacanthus,Buing & Brederoo,NULL,NULL,NULL,NULL,69513,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,dejecta,Salm-Dyck,NULL,NULL,NULL,NULL,107399,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,delaetiana,(Quehl) Berger,NULL,NULL,NULL,NULL,27408,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,delaetiana,Weber,NULL,NULL,NULL,NULL,107400,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,delaetii,(Schumann) Hosseus,NULL,NULL,NULL,NULL,13276,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,delgadii,Pohl ex Sternb. 1829,NULL,NULL,NULL,NULL,8046,A
Plantae,LILIALES,DIOSCOREACEAE,Dioscorea,deltoidea,Wallich ex Kunth,NULL,NULL,NULL,NULL,31244,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,deminuta,(Weber) Britton & Rose,NULL,NULL,NULL,NULL,107973,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,demissa,(C. Morton) A.R. Smith ex Lell.,NULL,NULL,NULL,NULL,19455,A
Plantae,CARYOPHYLLALES,CACTACEAE,Obregonia,denegrii,Fric,NULL,NULL,NULL,NULL,8540,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,densiareolatus,Ritter,NULL,NULL,NULL,NULL,107874,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,densiflorum,Baker,NULL,NULL,NULL,NULL,24141,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,densiflorum,Baker,var.,var.,densiflorum,NULL,8556,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,densispina,(Coulter) Orcutt,NULL,NULL,NULL,NULL,15657,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,densispina,B.E.Ralston & R.A.Hilsenbeck,NULL,NULL,NULL,NULL,14929,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,densispina,Werdermann,NULL,NULL,NULL,NULL,106530,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,denticulata,Goldm. 1843,NULL,NULL,NULL,NULL,173533,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,denticulata,K. Sch. ex. Engl.,var.,var.,denticulata,NULL,111082,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,denticulata,K. Sch. ex. Engl.,var.,var.,brownii,(Ledger) P.R.O. Bally,111112,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,denudatum,(Link & Otto) Pfeiffer ex Mittler,NULL,NULL,NULL,NULL,106955,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,depauperata,Britton & Rose,NULL,NULL,NULL,NULL,104263,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,dependens,Cardenas,NULL,NULL,NULL,NULL,106371,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,depressa,Rose,NULL,NULL,NULL,NULL,29546,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,derenbergii,Fric,NULL,NULL,NULL,NULL,106531,A
Plantae,CARYOPHYLLALES,CACTACEAE,Escobaria,deserti,(Engelmann) Buxbaum,NULL,NULL,NULL,NULL,106678,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,deserticola,(Werdermann) Friedrich & Rowley,NULL,NULL,NULL,NULL,82355,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,desertorum,Ritter,NULL,NULL,NULL,NULL,82500,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pereskia,diaz-romeroana,Cárdenas,NULL,NULL,NULL,NULL,107799,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,dichotoma,Haw.,ssp.,ssp.,dichotoma,NULL,3688,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,dichromatolepis,(Fée 1869) Domin 1929,NULL,NULL,NULL,NULL,8246,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,dicksonioides,(Holttum 1962) R.Tryon 1970,NULL,NULL,NULL,NULL,174029,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,diersianus,(Esteves) Braun,NULL,NULL,NULL,NULL,107875,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,difficilis,(Quehl) Orcutt,NULL,NULL,NULL,NULL,27410,A
Plantae,CARYOPHYLLALES,CACTACEAE,Lophophora,diffusa,(Croizat) H.Bravo,NULL,NULL,NULL,NULL,104946,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,diguetii,(Weber) Britton & Rose,NULL,NULL,NULL,NULL,12643,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pereskiopsis,diguetii,(Weber) Britton & Rose,NULL,NULL,NULL,NULL,27637,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,dillenii,(Ker-Gawler) Haworth,NULL,NULL,NULL,NULL,43593,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,dimorpha,Christ 1904,NULL,NULL,NULL,NULL,174040,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,dimorpha,Humbert,NULL,NULL,NULL,NULL,8617,A
Plantae,CARYOPHYLLALES,CACTACEAE,Arrojadoa,dinae,Buining & Brederoo,NULL,NULL,NULL,NULL,17072,A
Plantae,CARYOPHYLLALES,CACTACEAE,Arrojadoa,dinae,Buining & Brederoo,ssp.,ssp.,dinae,NULL,106161,A
Plantae,CARYOPHYLLALES,CACTACEAE,Arrojadoa,dinae,Buining & Brederoo,ssp.,ssp.,eriocaulis,(Buining & Brederoo) Taylor & Zappi,170175,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,dinteri,Schlechter,NULL,NULL,NULL,NULL,111083,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,dioica,K.Brandegee,NULL,NULL,NULL,NULL,84679,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,dioica,K.Brandegee,ssp.,ssp.,dioica,NULL,14720,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,dioica,K.Brandegee,ssp.,ssp.,estebanensis,(Lindsay) Hunt,14723,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,dioica,K.Brandegee,ssp.,ssp.,angelensis,(Craig) Hunt,14794,A
Plantae,CARYOPHYLLALES,CACTACEAE,Strombocactus,disciformis,(De Candolle) Britton & Rose,NULL,NULL,NULL,NULL,29601,A
Plantae,CARYOPHYLLALES,CACTACEAE,Strombocactus,disciformis,(De Candolle) Britton & Rose,ssp.,ssp.,disciformis,NULL,16777,A
Plantae,CARYOPHYLLALES,CACTACEAE,Strombocactus,disciformis,(De Candolle) Britton & Rose,ssp.,ssp.,esperanzae,Glass & Arias,170702,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,discolor,Britton & Rose,NULL,NULL,NULL,NULL,107401,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,discolor,Haworth,NULL,NULL,NULL,NULL,15659,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,discolor,Haworth,ssp.,ssp.,discolor,NULL,14802,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,discolor,Haworth,ssp.,ssp.,esperanzaensis,(Boedeker) Hunt,14763,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,discophora,(Holttum 1962) R.Tryon 1970,NULL,NULL,NULL,NULL,174564,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,dissimilis,(C. Morton 1951) Stolze 1974,NULL,NULL,NULL,NULL,8189,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rhipsalis,dissimilis,(Lindberg) Schumann,NULL,NULL,NULL,NULL,108077,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,dissoluta,Baker ex Jenman,NULL,NULL,NULL,NULL,8047,A
Plantae,CARYOPHYLLALES,CACTACEAE,Harrisia,divaricata,(Lamarck) Backeberg,NULL,NULL,NULL,NULL,22107,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,divergens,Kunze,NULL,NULL,NULL,NULL,19458,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,divergens,Kunze,var.,var.,tuerckheimii,(Maxon) R. Tryon,8049,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,dixanthocentron,Backeberg ex Mottram,NULL,NULL,NULL,NULL,15660,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,doctersii,(Alderw. 1920) R.Tryon 1970,NULL,NULL,NULL,NULL,174053,A
Plantae,CARYOPHYLLALES,CACTACEAE,Oreocereus,doelzianus,(Backeberg) Borg,NULL,NULL,NULL,NULL,107558,A
Plantae,CARYOPHYLLALES,CACTACEAE,Micranthocereus,dolichospermaticus,(Buining & Brederoo) Ritter,NULL,NULL,NULL,NULL,107188,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,domeykoensis,(Ritter) Hunt,NULL,NULL,NULL,NULL,14930,A
Plantae,CARYOPHYLLALES,CACTACEAE,Selenicereus,donkelaarii,(Salm-Dyck) Britton & Rose ex Bailey,NULL,NULL,NULL,NULL,27651,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,dorjei,C.E.C. Fischer,NULL,NULL,NULL,NULL,111125,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,dregei,(Kunze 1834) R.Tryon 1970,NULL,NULL,NULL,NULL,174811,A
Plantae,GENTIANALES,APOCYNACEAE,Hoodia,dregei,N.E.Br.,NULL,NULL,NULL,NULL,5610,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,dudleyi,R. Tryon,NULL,NULL,NULL,NULL,8050,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,dumetorum,Berger,NULL,NULL,NULL,NULL,29547,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocereus,dumortieri,(Scheidweiler) Buxbaum,NULL,NULL,NULL,NULL,27655,A
Plantae,CARYOPHYLLALES,DIDIEREACEAE,Alluaudia,dumosa,Drake,NULL,NULL,NULL,NULL,9180,A
Plantae,CARYOPHYLLALES,DIDIEREACEAE,Didierea,dumosa,Drake,NULL,NULL,NULL,NULL,35650,A
Plantae,CARYOPHYLLALES,CACTACEAE,Escobaria,duncanii,(Hester) Buxbaum,NULL,NULL,NULL,NULL,106411,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,duoformis,Craig & Dawson,NULL,NULL,NULL,NULL,15662,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,durangensis,(Schumann) Britton & Rose,NULL,NULL,NULL,NULL,29437,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,durangensis,Britton & Rose,NULL,NULL,NULL,NULL,27580,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,duwei,Rogozinski & Appenzeller,NULL,NULL,NULL,NULL,14817,A
Plantae,CARYOPHYLLALES,CACTACEAE,Espostoopsis,dybowskii,(Roland-Gosselin) Buxbaum,NULL,NULL,NULL,NULL,106704,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,dyeri,Sodiro 1893,NULL,NULL,NULL,NULL,173824,A
Plantae,CARYOPHYLLALES,CACTACEAE,Harrisia,earlei,Britton & Rose,NULL,NULL,NULL,NULL,22108,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,eastwoodiae,(Benson) Benson,NULL,NULL,NULL,NULL,25722,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,eatoni,(Jenm. 1887) Domin 1930,NULL,NULL,NULL,NULL,173826,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,ebenina,Karsten,NULL,NULL,NULL,NULL,8051,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,eburneum,Lavranos & Rapan.,NULL,NULL,NULL,NULL,24432,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,echidne,(De Candolle) Britton & Rose,NULL,NULL,NULL,NULL,12653,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,echinocarpa,Engelmann & Bigelow,NULL,NULL,NULL,NULL,68448,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,echinoidea,(Quehl) Britton & Rose,NULL,NULL,NULL,NULL,27411,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,echinoides,(Salm-Dyck) Britton & Rose,NULL,NULL,NULL,NULL,82510,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,echinus,(Engelmann) Orcutt,NULL,NULL,NULL,NULL,106418,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,echios,Howell,NULL,NULL,NULL,NULL,172721,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,echios,J.T.Howell,NULL,NULL,NULL,NULL,14958,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,edanoi,(Copel. 1931) R. Tryon,NULL,NULL,NULL,NULL,174819,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,edwardsii,Grant & Grant,NULL,NULL,NULL,NULL,107403,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,eggersii,Hier. 1904,NULL,NULL,NULL,NULL,173827,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocereus,eichlamii,(Britton & Rose) Buxbaum,NULL,NULL,NULL,NULL,108143,A
Plantae,CARYOPHYLLALES,CACTACEAE,Disocactus,eichlamii,(Weingart) Britton & Rose,NULL,NULL,NULL,NULL,75736,A
Plantae,CARYOPHYLLALES,CACTACEAE,Myrtillocactus,eichlamii,Britton & Rose,NULL,NULL,NULL,NULL,107247,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,eichlamii,Rose,NULL,NULL,NULL,NULL,105226,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,einsteinii,Fric,NULL,NULL,NULL,NULL,107974,A
Plantae,CARYOPHYLLALES,CACTACEAE,Leptocereus,ekmanii,(Werdermann) Knuth,NULL,NULL,NULL,NULL,22126,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,ekmanii,Werdermann,NULL,NULL,NULL,NULL,22163,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,ekmanii,Werdermann,NULL,NULL,NULL,NULL,22192,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,elata,Link & Otto ex Salm-Dyck,NULL,NULL,NULL,NULL,107404,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,elatior,Miller,NULL,NULL,NULL,NULL,71340,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,elegans,C.Martius 1834,var.,var.,crenata,(Kunze 1844) ?,174821,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,elegans,Mart.,NULL,NULL,NULL,NULL,173238,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,elegans,Wallich,var.,var.,gardneri,(Thwaites) H. Huber,52870,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,elephantidens,(Lemaire) Lemaire,NULL,NULL,NULL,NULL,27412,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,elizondoana,Sanchez & Villasenor,NULL,NULL,NULL,NULL,14959,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,elliottii,(Baker 1892) Domin 1930,NULL,NULL,NULL,NULL,173834,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,elliptica,(Copel. 1971) R.Tryon 1970,NULL,NULL,NULL,NULL,174565,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rhipsalis,elliptica,Lindberg ex Schumann,NULL,NULL,NULL,NULL,108080,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,ellisiana,Griffiths,NULL,NULL,NULL,NULL,107405,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,elmeri,(Copel. 1908) R.Tryon 1970,NULL,NULL,NULL,NULL,174561,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,elongata,De Candolle,NULL,NULL,NULL,NULL,14829,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,elongata,De Candolle,ssp.,ssp.,echinaria,(De Candolle) Hunt,15787,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,elongata,De Candolle,ssp.,ssp.,elongata,NULL,29647,A
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,Hook.f.,NULL,NULL,NULL,NULL,150609,A
Plantae,CARYOPHYLLALES,CACTACEAE,Bergerocactus,emoryi,(Engelmann) Britton & Rose,NULL,NULL,NULL,NULL,106186,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,emoryi,(Engelmann) Orcutt,NULL,NULL,NULL,NULL,75716,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,emoryi,(Engelmann) Orcutt,ssp.,ssp.,emoryi,NULL,12681,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,emoryi,(Engelmann) Orcutt,ssp.,ssp.,rectispinus,(Engelmann) Taylor,12685,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,emoryi,Engelmann,NULL,NULL,NULL,NULL,105227,A
Plantae,CARYOPHYLLALES,CACTACEAE,Escobaria,emskoetteriana,(Quehl) Borg,NULL,NULL,NULL,NULL,106679,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,engelii,R. Tryon 1970,NULL,NULL,NULL,NULL,106130,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,engelmannii,(Griffiths) Parfitt & Pinkava,NULL,NULL,NULL,NULL,105225,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,engelmannii,(Parry ex Engelmann) Lemaire,NULL,NULL,NULL,NULL,11806,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,engelmannii,(Parry ex Engelmann) Lemaire,ssp.,ssp.,decumbens,(Clover & Jotter) Blum & Lange,17141,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,engleri,(Ritter) Kattermann,NULL,NULL,NULL,NULL,11749,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,enneacanthus,Engelmann,NULL,NULL,NULL,NULL,17144,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,enneacanthus,Engelmann,ssp.,ssp.,brevispinus,(W.O.Moore) Taylor,61902,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,enneacanthus,Engelmann,ssp.,ssp.,enneacanthus,NULL,61903,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,epaleata,Holttum,NULL,NULL,NULL,NULL,30439,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hatiora,epiphylloides,(Campos-Porto & Werdermann) F.Buxbaum,NULL,NULL,NULL,NULL,107060,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hatiora,epiphylloides,(Campos-Porto & Werdermann) F.Buxbaum,ssp.,ssp.,epiphylloides,NULL,170171,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hatiora,epiphylloides,(Campos-Porto & Werdermann) F.Buxbaum,ssp.,ssp.,bradei,(Campos-Porto & Castellanos) Barthlott & Taylor,170172,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,erecta,(Pfeiffer) Lemaire,NULL,NULL,NULL,NULL,29438,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,erectocentrus,(Coult.) N.P. Taylor,var.,var.,erectocentrus,NULL,84131,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,erectocentrus,(Coulter) Taylor,NULL,NULL,NULL,NULL,166042,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,erectocentrus,(Coulter) Taylor,var.,var.,acunensis,(W.T. Marsh) H. Bravo,83207,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,erectoclada,Backeberg,NULL,NULL,NULL,NULL,107406,A
Plantae,CARYOPHYLLALES,CACTACEAE,Corryocactus,erectus,(Backeberg) Ritter,NULL,NULL,NULL,NULL,106653,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,eriacantha,Pfeiffer,NULL,NULL,NULL,NULL,15666,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,erinacea,(Haworth) Taylor,NULL,NULL,NULL,NULL,107633,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,erinacea,(Karsten 1856) Conant 1983,NULL,NULL,NULL,NULL,75763,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,erinacea,Engelmann & Bigelow,NULL,NULL,NULL,NULL,107407,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,erinaceum,J.G.Lambert,NULL,NULL,NULL,NULL,106958,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,eriophora,(Holttum 1962) R Tryon 1970,NULL,NULL,NULL,NULL,174827,A
Plantae,CARYOPHYLLALES,CACTACEAE,Harrisia,eriophora,(Pfeiffer) Britton,NULL,NULL,NULL,NULL,22109,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,ernestii,Vaupel,NULL,NULL,NULL,NULL,107167,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,ernestii,Vaupel,ssp.,ssp.,ernestii,NULL,7812,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,ernestii,Vaupel,ssp.,ssp.,longicarpus,(Buining & Brederoo) Taylor,7816,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,erubescens,(Osten) Hunt,NULL,NULL,NULL,NULL,15751,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocereus,eruca,(T.Brandegee) Gibson & Horak,NULL,NULL,NULL,NULL,29593,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,erythrosperma,Boedeker,NULL,NULL,NULL,NULL,15668,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,escayachensis,(Cardenas) Friedrich & Rowley,NULL,NULL,NULL,NULL,106533,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hylocereus,escuintlensis,Kimnach,NULL,NULL,NULL,NULL,104820,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,esmeraldana,(Ritter) Kattermann,NULL,NULL,NULL,NULL,11754,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,esmeraldensis,R.C.Moran,NULL,NULL,NULL,NULL,173239,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hylocereus,estebanensis,Backeberg,NULL,NULL,NULL,NULL,104260,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,estelae,(Riba 1967) Proctor,NULL,NULL,NULL,NULL,8248,A
Plantae,CARYOPHYLLALES,CACTACEAE,Micranthocereus,estevesii,(Buining & Brederoo) Ritter,NULL,NULL,NULL,NULL,107189,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,estevesii,Braun,NULL,NULL,NULL,NULL,107168,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,estevesii,Braun,NULL,NULL,NULL,NULL,107408,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,NULL,NULL,NULL,NULL,17353,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,ssp.,ssp.,amazonicus,(Schumann ex Vaupel) Taylor,17355,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,ssp.,ssp.,diffusus,(Britton & Rose) Taylor,17367,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,ssp.,ssp.,euchlorus,NULL,17368,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,ssp.,ssp.,jaenensis,(Rauh & Backeberg) Ostolaza,17369,A
Plantae,CARYOPHYLLALES,CACTACEAE,Praecereus,euchlorus,(Weber) Taylor,ssp.,ssp.,smithianus,(Britton & Rose) Taylor,17371,A
Plantae,CARYOPHYLLALES,CACTACEAE,Neobuxbaumia,euphorbioides,(Haworth) Buxbaum ex Bravo,NULL,NULL,NULL,NULL,29532,A
