Kingdom,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SpcRecID,SpcStatus
Plantae,CARYOPHYLLALES,CACTACEAE,Espostoa,lanata,(Kunth) Britton & Rose,NULL,NULL,NULL,NULL,106695,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,langkawiensis,Rintz,NULL,NULL,NULL,NULL,41316,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,langsdorfii,(Lehmann) Hunt,NULL,NULL,NULL,NULL,15811,A
Plantae,CARYOPHYLLALES,CACTACEAE,Espostoa,lanianuligera,Ritter,NULL,NULL,NULL,NULL,106696,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,laniceps,(Schumann) Roland-Gosselin,NULL,NULL,NULL,NULL,106379,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cipocereus,laniflorus,Taylor & Zappi,NULL,NULL,NULL,NULL,11406,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pseudorhipsalis,lankesteri,(Kimnach) Barthlott,NULL,NULL,NULL,NULL,107934,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cereus,lanosus,(Ritter) Braun,NULL,NULL,NULL,NULL,106305,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,lanssensianus,Braun,NULL,NULL,NULL,NULL,107170,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,lanuginosus,(L.) Byles & Rowley,NULL,NULL,NULL,NULL,104250,A
Plantae,CARYOPHYLLALES,CACTACEAE,Haageocereus,lanugispinus,Ritter,NULL,NULL,NULL,NULL,107108,A
Plantae,CARYOPHYLLALES,CACTACEAE,Escobaria,laredoi,(Glass & Foster) Taylor,NULL,NULL,NULL,NULL,29744,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,larreyi,Weber ex Coulter,NULL,NULL,NULL,NULL,105234,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lasiacantha,Engelmann,NULL,NULL,NULL,NULL,84695,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lasiacantha,Engelmann,ssp.,ssp.,egregia,(Backeberg ex Rogozinski & Appenzeller) Hunt,15263,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lasiacantha,Engelmann,ssp.,ssp.,hyalina,Hunt,15267,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lasiacantha,Engelmann,ssp.,ssp.,lasiacantha,NULL,15268,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lasiacantha,Engelmann,ssp.,ssp.,magallanii,(Schmoll ex Craig) Hunt,15269,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lasiacantha,Hort. Vindob. ex Pfeiffer,NULL,NULL,NULL,NULL,29563,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,lasiosora,(Kuhn 1869) Domin. 1929,NULL,NULL,NULL,NULL,8264,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,lastii,(Baker 1891) R.Tryon 1970,NULL,NULL,NULL,NULL,175019,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,latebrosa,Wall. ex Hook. 1844,NULL,NULL,NULL,NULL,176620,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,lateritia,Guerke,NULL,NULL,NULL,NULL,106554,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,latevagans,(Baker 1881) Domin. 1929,NULL,NULL,NULL,NULL,8256,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,lathamii,Holtt.,NULL,NULL,NULL,NULL,176659,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,latipinnula,(Copel. 1911) R.Tryon 1970,NULL,NULL,NULL,NULL,175029,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,latispinus,(Haworth) Britton & Rose,NULL,NULL,NULL,NULL,27522,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,latispinus,(Haworth) Britton & Rose,ssp.,ssp.,latispinus,NULL,12852,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,latispinus,(Haworth) Britton & Rose,ssp.,ssp.,spiralis,(Karwinsky ex Pfeiffer) Taylor,12880,A
Plantae,CARYOPHYLLALES,CACTACEAE,Neobuxbaumia,laui,(Heath) Hunt,NULL,NULL,NULL,NULL,17288,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,laui,Diers & Esteves Pereira,NULL,NULL,NULL,NULL,106865,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,laui,G.R.W.Frank,NULL,NULL,NULL,NULL,27462,A
Plantae,CARYOPHYLLALES,CACTACEAE,Turbinicarpus,laui,Glass & Foster,NULL,NULL,NULL,NULL,29606,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,laui,Hunt,NULL,NULL,NULL,NULL,15270,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,laui,Hunt,ssp.,ssp.,subducta,(Hunt) Hunt,17257,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,laui,Hunt,ssp.,ssp.,laui,NULL,104948,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,laui,Hunt,ssp.,ssp.,dasyacantha,(Hunt) Hunt,104949,A
Plantae,CARYOPHYLLALES,CACTACEAE,Epiphyllum,laui,Kimnach,NULL,NULL,NULL,NULL,106662,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,laui,Luethy,NULL,NULL,NULL,NULL,165,A
Plantae,CARYOPHYLLALES,CACTACEAE,Thelocactus,lausseri,Riha & Busek,NULL,NULL,NULL,NULL,108159,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,lawii,Hook.f.,NULL,NULL,NULL,NULL,51765,A
Plantae,CARYOPHYLLALES,CACTACEAE,Peniocereus,lazaro-cardenasii,(Contreras et al.) Hunt,NULL,NULL,NULL,NULL,104954,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,lealii,Welw.,NULL,NULL,NULL,NULL,106038,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,lealii,Welw.,ssp.,ssp.,lealii,NULL,24530,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,lealii,Welw.,ssp.,ssp.,saundersii,(N.E.Br.) G.D.Rowley,24539,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,lechleri,Mett.1859,NULL,NULL,NULL,NULL,8058,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,lechria,Tryon 1960,NULL,NULL,NULL,NULL,175033,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,ledermanii,Schlechter,NULL,NULL,NULL,NULL,111129,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,ledermannii,(Brause 1920) R.Tryon 1970,NULL,NULL,NULL,NULL,174589,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,ledermannii,(Brause 1920) R.Tryon 1970,var.,var.,quadripinnata,(Holtt.),176663,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,ledingii,Peebles,NULL,NULL,NULL,NULL,83899,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,leeanum,(Hooker) Britton & Rose,NULL,NULL,NULL,NULL,107014,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,leichhardtiana,F.v.Muell. 1865,NULL,NULL,NULL,NULL,175035,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hylocereus,lemairei,(Hooker) Britton & Rose,NULL,NULL,NULL,NULL,22120,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,lemairei,(Monville ex Lemaire) Miquel ex Lemaire,NULL,NULL,NULL,NULL,22150,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,leninghausii,(Schumann) Brandt,NULL,NULL,NULL,NULL,107657,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lenta,K.Brandegee,NULL,NULL,NULL,NULL,15701,A
Plantae,CARYOPHYLLALES,CACTACEAE,Leptocereus,leonii,Britton & Rose,NULL,NULL,NULL,NULL,22128,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pachycereus,lepidanthus,(Eichlam) Britton & Rose,NULL,NULL,NULL,NULL,107569,A
Plantae,CARYOPHYLLALES,CACTACEAE,Epiphyllum,lepidocarpum,(Weber) Britton & Rose,NULL,NULL,NULL,NULL,75800,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,lepidoclada,Christ 1905,NULL,NULL,NULL,NULL,175037,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,lepifera,(Hook.1844) R.Tryon 1970,NULL,NULL,NULL,NULL,51123,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,leprieurii,(Kunze 1844) Domin 1929,NULL,NULL,NULL,NULL,7901,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,leptanthum,(Spegazzini) Spegazzini,NULL,NULL,NULL,NULL,107015,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,leptocaulis,De Candolle,NULL,NULL,NULL,NULL,105235,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,leptochlamys,(Baker 1887) R.Tryon 1970,NULL,NULL,NULL,NULL,175044,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,leptocladia,Fée 1869,NULL,NULL,NULL,NULL,175045,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,leroyi,Rauh & Marn.-Lap.,NULL,NULL,NULL,NULL,8618,A
Plantae,CARYOPHYLLALES,CACTACEAE,Thelocactus,leucacanthus,(Pfeiffer) Britton & Rose,NULL,NULL,NULL,NULL,105313,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,leucantha,(Gillies ex Salm-Dyck) Walpers,NULL,NULL,NULL,NULL,106555,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,leucanthema,Rausch,NULL,NULL,NULL,NULL,16298,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,leucanthus,Taylor,NULL,NULL,NULL,NULL,61904,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,leucocephalus,(Poselger) Byles & Rowley,NULL,NULL,NULL,NULL,104813,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,leucolepis,(Mett. 1863) R.Tryon 1970,NULL,NULL,NULL,NULL,174590,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,leucolepismata,Alston 1958,NULL,NULL,NULL,NULL,174008,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,leucophaea,Philippi,NULL,NULL,NULL,NULL,107424,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stephanocereus,leucostele,(Guerke) Berger,NULL,NULL,NULL,NULL,108146,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,leucotricha,(Christ 1905) R.Tryon 1970,NULL,NULL,NULL,NULL,174591,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,leucotricha,De Candolle,NULL,NULL,NULL,NULL,27583,A
Plantae,CARYOPHYLLALES,CACTACEAE,Oreocereus,leucotrichus,(Philippi) Wagenknecht,NULL,NULL,NULL,NULL,107560,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,levitestatus,Buining & Brederoo,NULL,NULL,NULL,NULL,107171,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,lewisii,(Morton & Proctor 1951) Proctor 1953,NULL,NULL,NULL,NULL,173718,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,liesneri,A.R.Sm. 1990,NULL,NULL,NULL,NULL,173480,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,ligulata,(Baker 1884) R.Tryon 1970,NULL,NULL,NULL,NULL,175050,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lilae,Trujillo & Ponce,NULL,NULL,NULL,NULL,104264,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,lilianiae,R.Tryon 1970,NULL,NULL,NULL,NULL,175051,A
Plantae,CARYOPHYLLALES,CACTACEAE,Blossfeldia,liliputana,Werdermann,NULL,NULL,NULL,NULL,106187,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,limariensis,(Ritter) Kattermann,NULL,NULL,NULL,NULL,12223,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,limitata,(Ritter) Braun & Esteves Pereira,NULL,NULL,NULL,NULL,15314,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rhipsalis,lindbergiana,Schumann,NULL,NULL,NULL,NULL,16859,A
Plantae,Cyatheales,CYATHEACEAE,Cnemidaria,lindenii,(Hook. 1844) R.Tryon 1970,NULL,NULL,NULL,NULL,176468,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,lindsayi,Bravo,NULL,NULL,NULL,NULL,27524,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lindsayi,Craig,NULL,NULL,NULL,NULL,15789,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lindsayi,J.P.Rebman,NULL,NULL,NULL,NULL,17298,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,linearis,E. Mey.,ssp.,ssp.,woodii,(Schlechter) H. Huber,111012,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,linguiformis,Griffiths,NULL,NULL,NULL,NULL,107772,A
Plantae,ROSALES,BYBLIDACEAE,Byblis,liniflora,Salisb.,NULL,NULL,NULL,NULL,106128,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,linkii,(Lehmann) Kiesling,NULL,NULL,NULL,NULL,15812,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,litoralis,(Johow) Friedrich & Rowley,NULL,NULL,NULL,NULL,103579,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,littoralis,(Engelmann) Cockerell,NULL,NULL,NULL,NULL,68456,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,llanos-de-huanta,Hunt,NULL,NULL,NULL,NULL,15316,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,lloydii,(Britton & Rose) Orcutt,NULL,NULL,NULL,NULL,107438,A
Plantae,CARYOPHYLLALES,CACTACEAE,Escobaria,lloydii,Britton & Rose,NULL,NULL,NULL,NULL,27508,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lloydii,Rose,NULL,NULL,NULL,NULL,105237,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,lockwoodiana,Windisch 1976,NULL,NULL,NULL,NULL,8196,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,loerzingii,(Holttum 1962) R.Tryon 1970,NULL,NULL,NULL,NULL,175054,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,loheri,(Christ 1906) R.Tryon 1970,NULL,NULL,NULL,NULL,175055,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,longiareolata,Clover & Jotter,NULL,NULL,NULL,NULL,107773,A
Plantae,CARYOPHYLLALES,CACTACEAE,Weberbauerocereus,longicomus,Ritter,NULL,NULL,NULL,NULL,108191,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,longicornis,Boedeker,NULL,NULL,NULL,NULL,27417,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,longiflora,(Britton & Rose) Berger,NULL,NULL,NULL,NULL,15703,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,longiflora,(Britton & Rose) Berger,ssp.,ssp.,longiflora,NULL,15271,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,longiflora,(Britton & Rose) Berger,ssp.,ssp.,stampferi,(Reppenhagen) Hunt,15272,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,longimamma,De Candolle,NULL,NULL,NULL,NULL,15704,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,longipes,(Copel. 1917) R.Tryon 1970,NULL,NULL,NULL,NULL,175056,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,longipinnata,(Bonap. 1917) R.Tryon,NULL,NULL,NULL,NULL,175058,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,longisetus,(Engelmann) Lemaire,NULL,NULL,NULL,NULL,7527,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,longisetus,(Engelmann) Lemaire,ssp.,ssp.,longisetus,NULL,27464,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,longisetus,(Engelmann) Lemaire,ssp.,ssp.,delaetii,(Guerke) Taylor,27451,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,longispina,Haworth,NULL,NULL,NULL,NULL,107774,A
Plantae,CELASTRALES,AQUIFOLIACEAE,Ilex,lonicerifolia,NULL,var.,var.,matsudai,NULL,161848,A
Plantae,CARYOPHYLLALES,CACTACEAE,Turbinicarpus,lophophoroides,(Werdermann) Buxbaum & Backeberg,NULL,NULL,NULL,NULL,27666,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,loranthiflora,K. Schum.,NULL,NULL,NULL,NULL,111130,A
Plantae,CARYOPHYLLALES,CACTACEAE,Lepismium,lorentzianum,(Grisebach) Barthlott,NULL,NULL,NULL,NULL,107084,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,loubetiana,L.Linden 1900,NULL,NULL,NULL,NULL,175060,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lucayana,Britton,NULL,NULL,NULL,NULL,22166,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,lucida,Wallich,ssp.,ssp.,lucida,NULL,41317,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,luethyi,G.S.Hinton,NULL,NULL,NULL,NULL,15273,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stephanocereus,luetzelburgii,(Vaupel) Taylor & Eggli,NULL,NULL,NULL,NULL,108147,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,lugardiae,N.E. Brown,NULL,NULL,NULL,NULL,111084,A
Plantae,CARYOPHYLLALES,CACTACEAE,Lepismium,lumbricoides,(Lemaire) Barthlott,NULL,NULL,NULL,NULL,107085,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,lunulata,(Forst. 1786) R.Tryon 1970,NULL,NULL,NULL,NULL,174593,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,lunulata,(Forst. 1786) R.Tryon 1970,ssp.,ssp.,lunulata,NULL,176664,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,lunulata,(Forst. 1786) R.Tryon 1970,ssp.,ssp.,vitiensis,(Carruthers),176665,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,luribayensis,Cardenas,NULL,NULL,NULL,NULL,106381,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,lurida,(Blume 1828) Hook. 1844,NULL,NULL,NULL,NULL,175065,A
Plantae,LILIALES,AMARYLLIDACEAE,Sternbergia,lutea,(L.) Ker Gawl. ex Spreng.,NULL,NULL,NULL,NULL,31970,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,lutea,(Rose) Hunt,NULL,NULL,NULL,NULL,15338,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pereskia,lychnidiflora,De Candolle,NULL,NULL,NULL,NULL,27633,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,maassii,(Heese) Berger,NULL,NULL,NULL,NULL,107660,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,macarenensis,(Alston 1952) R. Tryon 1970,NULL,NULL,NULL,NULL,175066,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,maccannii,Ansari,NULL,NULL,NULL,NULL,51766,A
Plantae,CARYOPHYLLALES,CACTACEAE,Selenicereus,macdonaldiae,(Hooker) Britton & Rose,NULL,NULL,NULL,NULL,108132,A
Plantae,CARYOPHYLLALES,CACTACEAE,Disocactus,macdougallii,(Alexander) Barthlott,NULL,NULL,NULL,NULL,75696,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ortegocactus,macdougallii,Alexander,NULL,NULL,NULL,NULL,27616,A
Plantae,CARYOPHYLLALES,CACTACEAE,Peniocereus,macdougallii,Cutak,NULL,NULL,NULL,NULL,16229,A
Plantae,CARYOPHYLLALES,CACTACEAE,Thelocactus,macdowellii,(Rebut ex Quehl) W.Marshall,NULL,NULL,NULL,NULL,29604,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,macgillivraryi,Baker 1874,NULL,NULL,NULL,NULL,175070,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,macgregorii,(F.v Muell. 1889) R.Tryon,NULL,NULL,NULL,NULL,175072,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,machrisii,(Dawson) Backeberg,NULL,NULL,NULL,NULL,107886,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,mackieanum,(Hooker) Metzing et al.,NULL,NULL,NULL,NULL,13318,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,macracantha,(Salm-Dyck) Meregalli,NULL,NULL,NULL,NULL,17099,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,macracantha,Grisebach,NULL,NULL,NULL,NULL,106594,A
Plantae,CARYOPHYLLALES,CACTACEAE,Melocactus,macracanthos,(Salm-Dyck) Link & Otto,NULL,NULL,NULL,NULL,22152,A
Plantae,CARYOPHYLLALES,CACTACEAE,Disocactus,macranthus,(Alexander) Kimnach & Hutchinson,NULL,NULL,NULL,NULL,31654,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,macrocarpa,C. Presl 1848 Domin 1929,NULL,NULL,NULL,NULL,8197,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,macrocentra,Engelmann,NULL,NULL,NULL,NULL,105238,A
Plantae,CARYOPHYLLALES,CACTACEAE,Neobuxbaumia,macrocephala,(Weber ex Schumann) Dawson,NULL,NULL,NULL,NULL,29533,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,macrodiscus,(Martius) Britton & Rose,NULL,NULL,NULL,NULL,29467,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,macrodiscus,(Martius) Britton & Rose,ssp.,ssp.,macrodiscus,NULL,12899,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ferocactus,macrodiscus,(Martius) Britton & Rose,ssp.,ssp.,septentrionalis,(Meyran) Taylor,12946,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,macrogona,(salm-dyck) Friedrich & Rowley,NULL,NULL,NULL,NULL,106556,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,macromeris,(Engelmann) Lemaire,NULL,NULL,NULL,NULL,83926,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,macromeris,(Engelmann) Lemaire,ssp.,ssp.,runyonii,(Britton & Rose) Taylor,83943,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,macromeris,(Engelmann) Lemaire,ssp.,ssp.,macromeris,NULL,17113,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,macropoda,(Domin 1930) R.Tryon 1970,NULL,NULL,NULL,NULL,175074,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,macrorhiza,Engelmann,NULL,NULL,NULL,NULL,105239,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,macrosora,(Baker 1887) Domin 1929,NULL,NULL,NULL,NULL,19522,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,macrosora,(Baker 1887) Domin 1929,var.,var.,reginae,(Wind.) A.R.Smith,8199,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,macrosora,(Baker 1887) Domin 1929,var.,var.,vaupensis,(Wind.) A. Reed Smith ined.,8200,A
Plantae,CARYOPHYLLALES,CACTACEAE,Peniocereus,maculatus,(Weingart) Cutak,NULL,NULL,NULL,NULL,29582,A
Plantae,CARYOPHYLLALES,DIDIEREACEAE,Didierea,madagascariensis,Baillon,NULL,NULL,NULL,NULL,9187,A
Plantae,CARYOPHYLLALES,DIDIEREACEAE,Decarya,madagascariensis,Choux,NULL,NULL,NULL,NULL,9186,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,madagascariensis,Decne.,NULL,NULL,NULL,NULL,111117,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,madens,Werdermann,NULL,NULL,NULL,NULL,111131,A
Plantae,CARYOPHYLLALES,CACTACEAE,Matucana,madisoniorum,(Hutchinson) Rowley,NULL,NULL,NULL,NULL,61883,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,mafekingensis,(N.E.Br.) R.A.Dyer,NULL,NULL,NULL,NULL,106074,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,magna,(Copel. 1942) R.Tryon 1970,NULL,NULL,NULL,NULL,174595,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,magnifica,(Ritter) Brandt,NULL,NULL,NULL,NULL,107661,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,magnifica,F.G.Buchenau,NULL,NULL,NULL,NULL,15788,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,magnificus,(Buining & Brederoo) Ritter,NULL,NULL,NULL,NULL,107887,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,magnifolia,(Alderw. 1920) R.Tryon,NULL,NULL,NULL,NULL,175078,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,magnimamma,Haworth,NULL,NULL,NULL,NULL,15706,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,mahabalei,Hem. & Ans.,NULL,NULL,NULL,NULL,51767,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,mainiae,K.Brandegee,NULL,NULL,NULL,NULL,84722,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,maiuscula,Huber,NULL,NULL,NULL,NULL,59729,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,maiz-tablasensis,Schwarz ex Backeberg,NULL,NULL,NULL,NULL,29481,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,maliterrarum,Bremer,NULL,NULL,NULL,NULL,106420,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,malletiana,(Lemaire ex Salm-Dyck) Backeberg,NULL,NULL,NULL,NULL,103581,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,mamillata,Schott ex Engelmann,NULL,NULL,NULL,NULL,105241,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,mamillosa,Guerke,NULL,NULL,NULL,NULL,106557,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,mamillosa,Guerke,ssp.,ssp.,silvatica,(Ritter) Braun & Esteves Pereira,12023,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,mamillosa,Gürke,ssp.,ssp.,mamillosa,NULL,30409,A
Plantae,CARYOPHYLLALES,CACTACEAE,Frailea,mammifera,Buining & Brederoo,NULL,NULL,NULL,NULL,106892,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,mammillaris,(L.) Karsten,NULL,NULL,NULL,NULL,105788,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,mammulosa,(Lemaire) Taylor,NULL,NULL,NULL,NULL,107663,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,mammulosa,(Lemaire) Taylor,ssp.,ssp.,brasiliensis,(Havlicek) Hofacker,15813,A
