Kingdom,SpcRecID,CtyRecID,CtyShort
Plantae,50437,226,Vanuatu
Plantae,50437,151,New Caledonia
Plantae,50437,164,Papua New Guinea
Plantae,50437,167,Philippines
Plantae,50437,100,Indonesia
Plantae,50439,100,Indonesia
Plantae,50440,100,Indonesia
Plantae,50440,128,Malaysia
Plantae,50441,100,Indonesia
Plantae,50441,128,Malaysia
Plantae,50441,164,Papua New Guinea
Plantae,50441,167,Philippines
Plantae,50441,192,Solomon Islands
Plantae,50442,100,Indonesia
Plantae,50442,128,Malaysia
Plantae,50442,208,Thailand
Plantae,50443,100,Indonesia
Plantae,50443,128,Malaysia
Plantae,50444,100,Indonesia
Plantae,50444,128,Malaysia
Plantae,50445,100,Indonesia
Plantae,50445,128,Malaysia
Plantae,50446,100,Indonesia
Plantae,50447,100,Indonesia
Plantae,50447,128,Malaysia
Plantae,50447,208,Thailand
Plantae,50448,100,Indonesia
Plantae,50448,128,Malaysia
Plantae,50448,167,Philippines
Plantae,50448,164,Papua New Guinea
Plantae,50448,32,Brunei Darussalam
Plantae,50449,128,Malaysia
Plantae,50449,167,Philippines
Plantae,50449,100,Indonesia
Plantae,50450,100,Indonesia
Plantae,50450,128,Malaysia
Plantae,50452,100,Indonesia
Plantae,50452,116,Lao People's Democratic Republic
Plantae,50452,128,Malaysia
Plantae,50452,145,Myanmar
Plantae,50452,208,Thailand
Plantae,50452,229,Viet Nam
Plantae,50452,167,Philippines
Plantae,50453,100,Indonesia
Plantae,50453,208,Thailand
Plantae,50453,229,Viet Nam
Plantae,50459,100,Indonesia
