Kingdom,SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
Plantae,161490,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52377,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,52377,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,167035,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,167035,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53485,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53485,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52184,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,52184,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52185,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,52185,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53484,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53484,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52031,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,52031,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52182,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,52182,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50405,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50405,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50407,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50408,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50408,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50412,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50412,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50407,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,24261,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,12181,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,12181,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,40128,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,40128,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,24261,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50413,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,49745,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,49745,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50411,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50411,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50413,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50409,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50410,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50410,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,43829,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,43829,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50409,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,20859,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,20859,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,59205,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,59205,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,75636,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,75636,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,62232,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62550,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,62550,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62232,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53624,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,28249,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,28249,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53624,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,47331,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30428,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30428,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,150021,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,150021,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,47331,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62233,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62233,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58315,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58315,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,101492,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,101492,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,102098,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,102098,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161380,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161380,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161381,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161381,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,24270,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,24270,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,9695,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,9695,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58317,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58317,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58411,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58411,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,57557,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,57557,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,57558,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,57558,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53842,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53842,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53843,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53843,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161382,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161382,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183130,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183130,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183139,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183139,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183153,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183153,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183176,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183176,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183185,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183185,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182982,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182973,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182982,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182973,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182987,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182987,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183010,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182996,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182996,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183010,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183033,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183033,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183042,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183042,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183070,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183070,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183056,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183056,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183116,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183116,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183125,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183125,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58316,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58316,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,5174,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,5174,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183135,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183135,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183158,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183158,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183181,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183181,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183172,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183172,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182978,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182978,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183001,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183001,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182992,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182992,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183015,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183015,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183038,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183038,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183066,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183052,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183052,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183061,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183061,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183075,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183066,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183075,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183098,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183098,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183126,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183126,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183112,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183112,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183121,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183121,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,55857,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,55857,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183149,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183149,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183162,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183162,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183163,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183163,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183186,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183186,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182983,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182983,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183006,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183006,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183019,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183020,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183020,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183029,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183019,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183029,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183043,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183043,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183079,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183079,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183080,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183080,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183089,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183089,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183102,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183102,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183103,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183103,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182866,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182866,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182971,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182971,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182972,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182972,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182974,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182974,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182975,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182975,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182976,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182976,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182977,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182977,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182979,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182979,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182980,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182980,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182981,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182981,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182984,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182984,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182985,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182985,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182986,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182986,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182988,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182988,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182989,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182989,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182990,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182990,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182991,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182991,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182993,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182993,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182994,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182994,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182995,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182995,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182998,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182998,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182999,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182999,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183000,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183000,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183002,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183002,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183003,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183003,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183004,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183004,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183005,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183005,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183007,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183007,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183008,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183008,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183009,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183009,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183011,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183011,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183012,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183012,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183013,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183013,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183014,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183014,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183016,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183016,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183017,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183017,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183018,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183018,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183021,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183021,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183022,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183022,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183025,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183025,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183026,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183026,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183027,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183027,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183028,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183028,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183031,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183031,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183032,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183032,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183034,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183034,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183035,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183035,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183036,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183036,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183037,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183037,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183039,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183039,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183040,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183040,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183041,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183041,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183044,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183044,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183045,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183045,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183048,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183048,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183049,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183049,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183050,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183050,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183051,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183051,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183053,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183053,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183054,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183054,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183055,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183055,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183057,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183057,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183058,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183058,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183059,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183059,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183060,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183060,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183062,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183062,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183063,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183063,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183064,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183064,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183065,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183065,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183067,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183067,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183068,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183068,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183069,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183069,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183071,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183071,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183073,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183073,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183074,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183074,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183076,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183076,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183077,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183077,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183078,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183078,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183081,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183081,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183082,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,183082,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,183085,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
