Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SynonymSpcRecID,SpcStatus,AcceptedSpcRecID
Animalia,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,insculpta,"(LeConte, 1829)",NULL,NULL,NULL,79676,S,4965
Animalia,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Clemmys,muhlenbergii,"(Schoepff, 1801)",NULL,NULL,NULL,79677,S,4967
Animalia,CHORDATA,REPTILIA,SERPENTES,COLUBRIDAE,Boiruna,maculata,"(Boulenger, 1896)",NULL,NULL,NULL,81691,S,4962
Animalia,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Lynchailurus,colocolo,"(Molina, 1782)",NULL,NULL,NULL,81696,S,15309
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,lucianii,"(Deville, 1851)",NULL,NULL,NULL,81788,S,19013
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,roseifrons,"(G. R. Gray, 1859)",NULL,NULL,NULL,81789,S,19013
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,amazonum,"Hellmayr, 1906",NULL,NULL,NULL,81790,S,19013
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,kennicotti,"(Elliot, 1867)",NULL,NULL,NULL,81808,S,15685
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,seductus,"(R. T. Moore, 1941)",NULL,NULL,NULL,81809,S,28952
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,cooperi,"(Ridgway, 1878)",NULL,NULL,NULL,81810,S,29292
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,trichopsis,"(Wagler, 1832)",NULL,NULL,NULL,81811,S,15709
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,asio,"(Linnaeus, 1758)",NULL,NULL,NULL,81812,S,15669
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,choliba,"(Vieillot, 1817)",NULL,NULL,NULL,81813,S,15676
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,koepckeae,"(Hekstra, 1982)",NULL,NULL,NULL,81814,S,15686
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,roboratus,"(Bangs & Noble, 1918)",NULL,NULL,NULL,81815,S,15701
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,clarkii,"(L. Kelso & E. H. Kelso, 1935)",NULL,NULL,NULL,81816,S,15677
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,barbarus,"(Sclater & Salvin, 1868)",NULL,NULL,NULL,81817,S,15673
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,ingens,"(Salvin, 1897)",NULL,NULL,NULL,81818,S,15683
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,colombianus,"(Traylor, 1952)",NULL,NULL,NULL,81819,S,15717
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,petersoni,"(Fitzpatrick & O'Neill, 1986)",NULL,NULL,NULL,81820,S,28956
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,marshalli,"(Weske & Terborgh, 1981)",NULL,NULL,NULL,81821,S,15693
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,watsonii,"(Cassin, 1848)",NULL,NULL,NULL,81822,S,15712
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,guatemalae,"(Sharpe, 1875)",NULL,NULL,NULL,81823,S,29290
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,vermiculatus,"(Ridgway, 1887)",NULL,NULL,NULL,81824,S,15711
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,roraimae,"(Salvin, 1897)",NULL,NULL,NULL,81825,S,15711
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,napensis,"(Chapman, 1928)",NULL,NULL,NULL,81826,S,15711
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,hoyi,"(Koenig & Straneck, 1989)",NULL,NULL,NULL,81827,S,28947
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,atricapilla,"(Temminck, 1822)",NULL,NULL,NULL,81828,S,15670
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,sanctaecatarinae,"(Salvin, 1897)",NULL,NULL,NULL,81829,S,15705
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,nudipes,"(Daudin, 1800)",NULL,NULL,NULL,81830,S,15698
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,albogularis,"(Cassin, 1849)",NULL,NULL,NULL,81831,S,15667
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Bubo,scandiacus,"(Linnaeus, 1758)",NULL,NULL,NULL,81832,S,14924
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,emma,"Salvadori, 1891",NULL,NULL,NULL,81869,S,19008
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Parmoptila,jamesoni,"(Shelley, 1890)",NULL,NULL,NULL,81871,S,16248
Animalia,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,alleni,"(Waterhouse, 1838)",NULL,NULL,NULL,87085,S,8785
Animalia,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,gabonensis,"(Gray, 1863)",NULL,NULL,NULL,87086,S,45010
