Kingdom,ComName,LanDesc,SpcRecID
Plantae,Lloyd's mariposa cactus,English,75730
Plantae,white butterfly-cactus,English,75872
Plantae,Tobusch fishhook cactus,English,75952
Plantae,common snowdrop,English,76435
Plantae,Himilayan may-apple,English,77029
Plantae,Podofilo del Himalaya,Spanish,77029
Plantae,higo chumbo,Spanish,79766
Plantae,indian fig,English,79766
Plantae,tuna,Spanish,79766
Plantae,tuna de España,Spanish,79766
Plantae,tuna mansa,Spanish,79766
Plantae,acuña cactus,English,83207
Plantae,Johnson Butterfly,English,83224
Plantae,Arizona hedgehog cactus,English,83802
Plantae,Long Mamma Foxtail-cactus,English,83926
Plantae,Big-nipple Cory cactus,English,83943
Plantae,Rusty hedgehog cactus,English,84017
Plantae,needle-spined pineapple cactus,English,84131
Plantae,Chautle-living Rock,English,84403
Plantae,Turk's-head cactus,English,84551
Plantae,Cotton-top cactus,English,84564
Plantae,Horse Crippler,English,84582
Plantae,ping-pong ball button-cactus,English,84626
Plantae,Strawberry cactus,English,84679
Plantae,Lace-spine Nipple-cactus,English,84695
Plantae,Main's nipple-cactus,English,84722
Plantae,Potts' Nipple-cactus,English,84738
Plantae,Wright's fishhook cactus,English,84793
Plantae,Chihuahuan Desert Butterfly-cactus,English,84809
Plantae,Desert Valley Fishhook-cactus,English,86543
Plantae,Straw Spine cactus,English,86921
Plantae,Little Nipple-cactus,English,87113
Plantae,Peebles' Hedgehog-cactus,English,87578
Plantae,fragrant prickly-apple cactus,English,104199
Plantae,fragrant woolly cactus,English,104199
Plantae,sand prickly pear,English,104933
Plantae,peyote,Spanish,104946
Plantae,arpón,Spanish,105223
Plantae,lengua de vaca,Spanish,105223
Plantae,devil's prickley-pear,English,105227
Plantae,queen agave,English,105303
Plantae,Queen Victoria agave,English,105303
Plantae,vine pear,English,105644
Plantae,northern byblis,English,106128
Plantae,Scheer's fishook-cactus,English,106129
Plantae,golden-spine cereus,English,106186
Plantae,Nelle' cactus,English,106410
Plantae,Nellie's cory cactus,English,106410
Plantae,Duncan's corycactus,English,106411
Plantae,organ mountain foxtail-cactus,English,106412
Plantae,Lee pincushion cactus,English,106414
Plantae,Sneed's cory cactus,English,106414
Plantae,Sneed's pincushion cactus,English,106414
Plantae,Alverson's pincushion cactus,English,106415
Plantae,alpargata,Spanish,106594
Plantae,tuna de cruz,Spanish,106594
Plantae,white column,English,106677
Plantae,miniature barrel cactus,English,106817
Plantae,Simpson's prickly-apple cactus,English,107057
Plantae,aboriginal prickly-apple cactus,English,107100
Plantae,paper-spine pincushion cactus,English,107574
Plantae,silver tree fern,English,111226
Plantae,Bitter Ghaap,English,161447
Plantae,Santa Cruz striped agave,English,162304
Plantae,Peebles' Navajo cactus,English,162803
Plantae,Clavel del aire,Spanish,169997
Plantae,Harris' tillandsia,English,169997
