Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SpcRecID,SpcStatus
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,buckleyi,"Swann, 1919",NULL,NULL,NULL,13311,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,gilvicollis,"(Vieillot, 1817)",NULL,NULL,NULL,13312,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,mirandollei,"(Schlegel, 1862)",NULL,NULL,NULL,13313,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,plumbeus,"W. L. Sclater, 1918",NULL,NULL,NULL,13314,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,ruficollis,"(Vieillot, 1817)",NULL,NULL,NULL,13315,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Micrastur,semitorquatus,"(Vieillot, 1817)",NULL,NULL,NULL,13316,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Micrathene,whitneyi,"(Cooper, 1861)",NULL,NULL,NULL,13317,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Mirza,coquereli,"(A. Grandidier, 1867)",NULL,NULL,NULL,13322,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,murinus,"(J. F. Miller, 1777)",NULL,NULL,NULL,13323,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,rufus,"É. Geoffroy, 1834",NULL,NULL,NULL,13324,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,myoxinus,"Peters, 1852",NULL,NULL,NULL,13325,A
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Microchera,albocoronata,"(Lawrence, 1855)",NULL,NULL,NULL,13327,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,caerulescens,"(Linnaeus, 1758)",NULL,NULL,NULL,13364,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,erythrogenys,"(Vigors, 1831)",NULL,NULL,NULL,13365,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,fringillarius,"(Drapiez, 1824)",NULL,NULL,NULL,13366,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,latifrons,"Sharpe, 1879",NULL,NULL,NULL,13367,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,melanoleucos,"(Blyth, 1843)",NULL,NULL,NULL,13368,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,bruijnii,"(Salvadori, 1875)",NULL,NULL,NULL,13395,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,finschii,"(Ramsay, 1881)",NULL,NULL,NULL,13396,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,geelvinkiana,"(Schlegel, 1871)",NULL,NULL,NULL,13397,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,keiensis,"(Salvadori, 1875)",NULL,NULL,NULL,13398,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,meeki,"Rothschild & Hartert, 1924",NULL,NULL,NULL,13399,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Micropsitta,pusio,"(Sclater, 1866)",NULL,NULL,NULL,13400,A
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Microstilbon,burmeisteri,"(P. L. Sclater, 1888)",NULL,NULL,NULL,13414,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Micrurus,diastema,"(Duméril, Bibron & Duméril, 1854)",NULL,NULL,NULL,13498,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Micrurus,nigrocinctus,"(Girard, 1854)",NULL,NULL,NULL,13499,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Milvago,chimachima,"(Vieillot, 1816)",NULL,NULL,NULL,13550,A
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Milvago,chimango,"(Vieillot, 1816)",NULL,NULL,NULL,13551,A
Animalia,CHORDATA,AVES,FALCONIFORMES,ACCIPITRIDAE,Milvus,migrans,"(Boddaert, 1783)",NULL,NULL,NULL,13553,A
Animalia,CHORDATA,AVES,FALCONIFORMES,ACCIPITRIDAE,Milvus,milvus,"(Linnaeus, 1758)",NULL,NULL,NULL,13554,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Mimizuku,gurneyi,"(Tweeddale, 1879)",NULL,NULL,NULL,13557,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,schreibersii,"(Kuhl, 1817)",NULL,NULL,NULL,13561,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Miopithecus,talapoin,"(Schreber, 1774)",NULL,NULL,NULL,13572,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Mirounga,angustirostris,"(Gill, 1866)",NULL,NULL,NULL,13581,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Mirounga,leonina,"(Linnaeus, 1758)",NULL,NULL,NULL,13583,A
Animalia,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Mitu,mitu,"(Linnaeus, 1766)",NULL,NULL,NULL,13590,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Monachus,monachus,"(Hermann, 1779)",NULL,NULL,NULL,13653,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Monachus,schauinslandi,"Matschie, 1905",NULL,NULL,NULL,13654,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Monachus,tropicalis,"(Gray, 1850)",NULL,NULL,NULL,13655,A
Animalia,CHORDATA,MAMMALIA,CETACEA,MONODONTIDAE,Monodon,monoceros,"Linnaeus, 1758",NULL,NULL,NULL,13704,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Leiopython,albertisii,"(Peters & Doria, 1878)",NULL,NULL,NULL,13853,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,amethistina,"(Schneider, 1801)",NULL,NULL,NULL,13854,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Bothrochilus,boa,"(Schlegel, 1837)",NULL,NULL,NULL,13855,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,boeleni,"(Brongersma, 1953)",NULL,NULL,NULL,13856,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,carinata,"(L. A. Smith, 1981)",NULL,NULL,NULL,13857,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Antaresia,childreni,"(Gray, 1842)",NULL,NULL,NULL,13858,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Antaresia,maculosa,"(Peters, 1873)",NULL,NULL,NULL,13860,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,oenpelliensis,"(Gow, 1977)",NULL,NULL,NULL,13861,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Liasis,olivaceus,"Gray, 1842",NULL,NULL,NULL,13862,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Apodora,papuana,"(Peters & Doria, 1878)",NULL,NULL,NULL,13863,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Antaresia,perthensis,"(Stull, 1932)",NULL,NULL,NULL,13864,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,spilota,"(Lacépède, 1804)",NULL,NULL,NULL,13865,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Antaresia,stimsoni,"(L. A. Smith, 1985)",NULL,NULL,NULL,13866,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,viridis,"(Schlegel, 1872)",NULL,NULL,NULL,13867,A
Animalia,CHORDATA,REPTILIA,SERPENTES,PYTHONIDAE,Morelia,bredli,"(Gow, 1981)",NULL,NULL,NULL,13870,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Morenia,ocellata,"(Duméril & Bibron, 1835)",NULL,NULL,NULL,13873,A
Animalia,CHORDATA,AVES,FALCONIFORMES,ACCIPITRIDAE,Morphnus,guianensis,"(Daudin, 1800)",NULL,NULL,NULL,13890,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,berezovskii,"Flerov, 1929",NULL,NULL,NULL,13894,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,chrysogaster,"(Hodgson, 1839)",NULL,NULL,NULL,13895,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,fuscus,"Li, 1981",NULL,NULL,NULL,13896,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,"Linnaeus, 1758",NULL,NULL,NULL,13897,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,"Linnaeus, 1758",ssp.,moschiferus,"Linnaeus, 1758",13898,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,leucogaster,"Hodgson, 1839",NULL,NULL,"Hodgson, 1839",13901,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Muntiacus,crinifrons,"(Sclater, 1885)",NULL,NULL,NULL,13924,A
Animalia,CHORDATA,AVES,CUCULIFORMES,MUSOPHAGIDAE,Tauraco,porphyreolophus,"(Vigors, 1831)",NULL,NULL,NULL,14005,A
Animalia,CHORDATA,AVES,CUCULIFORMES,MUSOPHAGIDAE,Musophaga,violacea,"Isert, 1788",NULL,NULL,NULL,14007,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,altaica,"Pallas, 1811",NULL,NULL,NULL,14015,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,erminea,"Linnaeus, 1758",ssp.,ferghanae,"(Thomas, 1895)",14016,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,kathiah,"Hodgson, 1835",NULL,NULL,NULL,14017,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nigripes,"(Audubon & Bachman, 1851)",NULL,NULL,NULL,14020,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nivalis,"Linnaeus, 1766",NULL,NULL,NULL,14021,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,sibirica,"Pallas, 1773",NULL,NULL,NULL,14024,A
Animalia,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE,Mycteria,cinerea,"(Raffles, 1822)",NULL,NULL,NULL,14045,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Myiopsitta,monachus,"(Boddaert, 1783)",NULL,NULL,NULL,14080,A
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,MYRMECOBIIDAE,Myrmecobius,fasciatus,"Waterhouse, 1836",ssp.,rufus,"Finlayson, 1933",14223,A
Animalia,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Myrmecophaga,tridactyla,"Linnaeus, 1758",NULL,NULL,NULL,14224,A
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Myrmia,micrura,"(Gould, 1854)",NULL,NULL,NULL,14227,A
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Myrtis,fanny,"(Lesson, 1838)",NULL,NULL,NULL,14253,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Naemorhedus,baileyi,"Pocock, 1914",NULL,NULL,NULL,14294,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Naemorhedus,caudatus,"(Milne-Edwards, 1867)",NULL,NULL,NULL,14295,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Naemorhedus,goral,"(Hardwicke, 1825)",NULL,NULL,NULL,14296,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,sumatraensis,"(Bechstein, 1799)",NULL,NULL,NULL,14297,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Naemorhedus,griseus,"(Milne Edwards, 1871)",NULL,NULL,"Milne-Edwards, 1871",14303,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,atra,"Cantor, 1842",NULL,NULL,NULL,14308,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,kaouthia,"Lesson, 1831",NULL,NULL,NULL,14309,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,naja,"(Linnaeus, 1758)",NULL,NULL,NULL,14310,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,oxiana,"(Eichwald, 1831)",NULL,NULL,NULL,14311,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,philippinensis,"Taylor, 1922",NULL,NULL,NULL,14312,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,samarensis,"W. Peters, 1861",NULL,NULL,NULL,14313,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,sputatrix,"F. Boie, 1827",NULL,NULL,NULL,14314,A
Animalia,CHORDATA,REPTILIA,SERPENTES,ELAPIDAE,Naja,sumatrana,"F. Müller, 1890",NULL,NULL,NULL,14315,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Nandayus,nenday,"(Vieillot, 1823)",NULL,NULL,NULL,14319,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Nannopsittaca,dachilleae,"O'Neil, Munn & Franke, 1991",NULL,NULL,NULL,14323,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Nannopsittaca,panychlora,"(Salvin & Godman, 1883)",NULL,NULL,NULL,14324,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Simias,concolor,"Miller, 1903",NULL,NULL,NULL,14351,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Nasalis,larvatus,"(Wurmb, 1787)",NULL,NULL,NULL,14352,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,narica,"(Linnaeus, 1766)",NULL,NULL,NULL,14354,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,nasua,"(Linnaeus, 1766)",ssp.,solitaria,"Schinz, 1821",14355,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Natator,depressus,"(Garman, 1880)",NULL,NULL,NULL,14363,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,rudis,"(Fischer, 1881)",NULL,NULL,NULL,14378,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,gemmeus,"(McCann, 1955)",NULL,NULL,NULL,14379,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,grayii,"Bell, 1843",NULL,NULL,NULL,14380,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,manukanus,"(McCann, 1955)",NULL,NULL,NULL,14381,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,stellatus,"Hutton, 1872",NULL,NULL,NULL,14383,A
Animalia,CHORDATA,REPTILIA,SAURIA,GEKKONIDAE,Naultinus,tuberculatus,"(McCann, 1955)",NULL,NULL,NULL,14384,A
Animalia,CHORDATA,AVES,FALCONIFORMES,ACCIPITRIDAE,Necrosyrtes,monachus,"(Temminck, 1823)",NULL,NULL,NULL,14390,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Neofelis,nebulosa,"(Griffith, 1821)",NULL,NULL,NULL,14519,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,chrysogaster,"(Latham, 1790)",NULL,NULL,NULL,14543,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,chrysostoma,"(Kuhl, 1820)",NULL,NULL,NULL,14544,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,elegans,"(Gould, 1837)",NULL,NULL,NULL,14545,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,petrophila,"(Gould, 1841)",NULL,NULL,NULL,14546,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,pulchella,"(Shaw, 1792)",NULL,NULL,NULL,14547,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neophema,splendida,"(Gould, 1841)",NULL,NULL,NULL,14548,A
Animalia,CHORDATA,MAMMALIA,CETACEA,PHOCOENIDAE,Neophocaena,phocaenoides,"(G. Cuvier, 1829)",NULL,NULL,NULL,14550,A
Animalia,CHORDATA,AVES,FALCONIFORMES,ACCIPITRIDAE,Neophron,percnopterus,"(Linnaeus, 1758)",NULL,NULL,NULL,14552,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Neopsephotus,bourkii,"(Gould, 1841)",NULL,NULL,NULL,14557,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,LORIIDAE,Neopsittacus,musschenbroekii,"(Schlegel, 1871)",NULL,NULL,NULL,14558,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,LORIIDAE,Neopsittacus,pullicauda,"Hartert, 1896",NULL,NULL,NULL,14559,A
Animalia,CHORDATA,AVES,GRUIFORMES,OTIDIDAE,Neotis,denhami,"(Children, 1826)",NULL,NULL,NULL,14572,A
Animalia,CHORDATA,AVES,GRUIFORMES,OTIDIDAE,Neotis,heuglinii,"(Hartlaub, 1859)",NULL,NULL,NULL,14573,A
Animalia,CHORDATA,AVES,GRUIFORMES,OTIDIDAE,Neotis,ludwigii,"(Rüppell, 1837)",NULL,NULL,NULL,14574,A
Animalia,CHORDATA,AVES,GRUIFORMES,OTIDIDAE,Neotis,nuba,"(Cretzschmar, 1826)",NULL,NULL,NULL,14575,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Nesasio,solomonensis,"(Hartert, 1901)",NULL,NULL,NULL,14638,A
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Nesocharis,capistrata,"(Hartlaub, 1861)",NULL,NULL,NULL,14653,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Nesolagus,netscheri,"(Schlegel, 1880)",NULL,NULL,NULL,14662,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Nestor,meridionalis,"(Gmelin, 1788)",NULL,NULL,NULL,14728,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Nestor,notabilis,"Gould, 1856",NULL,NULL,NULL,14729,A
Animalia,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Nettapus,auritus,"(Boddaert, 1783)",NULL,NULL,NULL,14733,A
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Nigrita,bicolor,"(Hartlaub, 1844)",NULL,NULL,NULL,14761,A
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Nigrita,canicapilla,"(Strickland, 1841)",NULL,NULL,NULL,14762,A
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Nigrita,fusconota,"Fraser, 1843",NULL,NULL,NULL,14763,A
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Nigrita,luteifrons,"Verreaux & Verreaux, 1851",NULL,NULL,NULL,14764,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,affinis,"Beavan, 1867",NULL,NULL,NULL,14773,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,boobook,"(Latham, 1801)",NULL,NULL,NULL,14774,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,connivens,"(Latham, 1801)",NULL,NULL,NULL,14775,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,jacquinoti,"(Bonaparte, 1850)",NULL,NULL,NULL,14776,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,meeki,"Rothschild & Hartert, 1914",NULL,NULL,NULL,14777,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,novaeseelandiae,"(Gmelin, 1788)",NULL,NULL,NULL,14778,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,novaeseelandiae,"(Gmelin, 1788)",ssp.,undulata,"(Latham, 1801)",14779,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,ochracea,"(Schlegel, 1865)",NULL,NULL,NULL,14780,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,odiosa,"Sclater, 1877",NULL,NULL,NULL,14781,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,philippensis,"Bonaparte, 1855",NULL,NULL,NULL,14782,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,punctulata,"(Quoy & Gaimard, 1830)",NULL,NULL,NULL,14783,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,rudolfi,"Meyer, 1882",NULL,NULL,NULL,14784,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,rufa,"(Gould, 1846)",NULL,NULL,NULL,14785,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,scutulata,"(Raffles, 1822)",NULL,NULL,NULL,14786,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,squamipila,"(Bonaparte, 1850)",NULL,NULL,NULL,14787,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,natalis,"Lister, 1889",NULL,NULL,"Lister, 1889",14788,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,strenua,"(Gould, 1838)",NULL,NULL,NULL,14789,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,superciliaris,"(Vieillot, 1817)",NULL,NULL,NULL,14790,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,theomacha,"(Bonaparte, 1855)",NULL,NULL,NULL,14791,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,variegata,"(Quoy & Gaimard, 1830)",NULL,NULL,NULL,14792,A
Animalia,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Nipponia,nippon,"(Temminck, 1835)",NULL,NULL,NULL,14807,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Northiella,haematogaster,"(Gould, 1838)",NULL,NULL,NULL,14838,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Northiella,haematogaster,"(Gould, 1838)",ssp.,narethae,"(H. L. White, 1921)",14839,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Notochelys,platynota,"(Gray, 1834)",NULL,NULL,NULL,14856,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,amplus,"Brazenor, 1936",NULL,NULL,NULL,14861,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,aquilo,"Thomas, 1921",NULL,NULL,NULL,14862,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,fuscus,"(W. Jones, 1925)",NULL,NULL,NULL,14863,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,longicaudatus,"(Gould, 1844)",NULL,NULL,NULL,14864,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,macrotis,"Thomas, 1921",NULL,NULL,NULL,14865,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,mordax,"Thomas, 1922",NULL,NULL,NULL,14866,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,alexis,"Thomas, 1922",NULL,NULL,NULL,14867,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,cervinus,"(Gould, 1853)",NULL,NULL,NULL,14868,A
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,mitchellii,"(Ogilby, 1838)",NULL,NULL,NULL,14869,A
Animalia,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,borealis,"(Forster, 1772)",NULL,NULL,NULL,14912,A
Animalia,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,minutus,"Gould, 1841",NULL,NULL,NULL,14913,A
Animalia,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tenuirostris,"Vieillot, 1817",NULL,NULL,NULL,14916,A
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Nyctea,scandiaca,"(Linnaeus, 1758)",NULL,NULL,NULL,14924,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,coucang,"(Boddaert, 1785)",NULL,NULL,NULL,14940,A
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,pygmaeus,"Bonhote, 1907",NULL,NULL,NULL,14941,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,sinensis,"(Gray, 1834)",NULL,NULL,NULL,15026,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Ocadia,philippeni,"McCord & Iverson, 1992",NULL,NULL,NULL,15027,A
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Ocadia,glyphistoma,"McCord & Iverson, 1994",NULL,NULL,NULL,15028,A
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Ocreatus,underwoodii,"(Lesson, 1832)",NULL,NULL,NULL,15086,A
Animalia,CHORDATA,MAMMALIA,CARNIVORA,ODOBENIDAE,Odobenus,rosmarus,"(Linnaeus, 1758)",NULL,NULL,NULL,15106,A
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,"(Zimmermann, 1780)",ssp.,mayensis,?,15112,A
Animalia,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Oena,capensis,"(Linnaeus, 1766)",NULL,NULL,NULL,15155,A
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ognorhynchus,icterotis,"(Massena & Souancé, 1854)",NULL,NULL,NULL,15186,A
